companyName,SN,,2016Q3,2016Q2,2016Q1,2015Q4,2015Q3,2015Q2,2015Q1,2014Q4,2014Q3,2014Q2,2014Q1,2013Q4,2013Q3,2013Q2,2013Q1,2012Q4,2012Q3,2012Q2
 捷泰,6165,,-5.17,-3.18,-1.88,-11.66,-10.62,-7.02,-4.96,-15,-14.01,-6.06,-4.3,-12.52,-9.1,-6.26,-4.85,-22.99,-14,-10.28
 凌華,6166,,4.77,3.58,1.29,16.18,13.78,9.88,5.16,17.31,13.93,9.58,3.32,14.67,12.05,7.93,1.66,7.78,6.32,4.33
 久正,6167,,10.5,7.86,4.22,6.96,4.1,1.8,0.37,19.92,2.79,1.48,-1.06,-1.54,-1.97,-0.27,-0.99,14.51,13.53,8.92
 宏齊,6168,,-7.75,-8.96,-3.07,-1.31,-0.13,-6.29,-1.49,12.72,10.81,7.06,1.81,2.19,-2.92,-5.01,-1.75,-16.65,-4.9,-3.67
 昱泉,6169,,-30.39,-15.02,-6.51,-29.38,-26,-17.24,-6.34,-19.33,-11.52,-6.43,-3.05,-11.77,-7.03,-5.58,-2.96,-12.43,-10.26,-6.24
 統振,6170,,-4.12,-3.55,-0.87,-0.02,-0.28,-0.48,0.66,1.71,1.53,1.14,0.28,-11.88,-7.66,-5.13,-1.59,-4.66,0.9,0.84
 亞銳士,6171,,2.26,2.53,3.14,11.57,0.9,1.54,-0.65,-1.34,-1.4,-0.91,-0.58,0.28,-0.83,-0.81,-0.6,-7.93,-7.16,-5.9
 互億,6172,,-1.61,-0.84,-0.86,2.54,0.34,-1.66,-0.58,15.41,0.42,0.21,0.21,4.02,6.86,5.08,3.25,-100.24,-80.35,-82.14
 信昌電,6173,,7.18,5.04,2.46,5.01,4.34,2.66,1.53,5.31,3.34,1.34,0.42,0.82,0.65,0.21,-1.42,-1.92,-1.71,-1.76
 安,6174,,6.32,4.44,1.32,8.73,7.48,4.85,1.79,8.62,6.95,4.76,1.99,16.69,13.23,9.27,5.48,3.26,2.61,1.32
 立敦,6175,,2.07,0.78,0.57,2.48,2.61,1,0.12,1.82,0.76,-1.45,-1.6,-1.3,-3.13,0.56,0.69,2.61,0.67,-0.01
 瑞儀,6176,,8.93,4.3,1.79,12.61,7.1,1.78,1.62,15.93,10.58,6.67,3.42,22.27,15.36,10.35,6.19,27.36,21.69,15.62
 達麗,6177,,8.81,8.13,4.37,19.42,6.62,6.84,5.21,54.13,51.5,34.05,-1.85,1.94,2.64,3.33,4.49,35.7,19.36,12.77
 亞通,6179,,15.82,9.37,1.68,24.18,15.62,9.86,1.95,12.53,6.28,5.63,5.49,-72.28,-46.42,-23.13,-18.33,-26.1,-19.03,-15.81
 橘子,6180,,-15.85,-3.34,-0.22,11.05,12.03,11.71,11.19,4.11,3.26,1.8,1.76,2.31,5.02,4.29,3.27,-12.73,-5.99,0.11
 合晶,6182,,-3.31,-2.32,-1.16,-0.45,0.92,0.79,0.33,-12.21,-1.26,-1.64,-1.44,-9.25,-3.65,-3.17,-2.96,-11.32,-6.93,-4.67
 關貿,6183,,8.04,5.33,2.39,9.24,9.3,6.31,2.78,9.96,8.76,6.11,2,10.02,8.81,5.86,1.54,11.21,9.29,5.96
 大豐電,6184,,-4.84,-3.9,-2.34,5.49,6.26,5.19,2,8.59,7.06,4.18,1.84,10.08,7.35,5.28,2.63,16.7,14.85,10.1
 幃翔,6185,,8.43,5.03,2.57,13.62,9.89,6.14,3.22,15.92,12.53,8.45,3.68,17.91,12.79,7.48,4.06,12.26,7.21,3.15
 新潤,6186,,17.24,6.1,3.63,34.99,7.6,9.51,7.51,19.62,7.26,9.1,6.43,46.59,-9.41,-8.43,-3.88,12.82,-2.77,-1.68
 萬潤,6187,,17.85,8,0.57,14.38,14.05,11.11,3.26,14.42,11.89,7.13,1.89,9.64,8.9,4.99,1.11,-10.32,1.74,1.68
 廣明,6188,,3.41,2.47,1.08,4.53,3.37,2.34,0.99,11.98,9.87,6.58,3.22,11.69,8.96,6.45,3.33,5.69,3.16,2.24
 豐藝,6189,,9.12,6.45,3.32,16.75,13.22,7.31,4,18.29,14.48,10.02,5.08,17.68,14.52,10.23,4.63,14.6,11.6,7.41
 萬泰科,6190,,7.24,4.14,0.91,-3.68,0.94,0.53,0.66,-2.39,-0.35,0.39,0.18,-6.18,-3.19,-0.68,-0.65,-9.22,-2.22,-1.76
 精成科,6191,,2.92,1.21,0.55,-3.01,-1.1,-1.36,-2.06,1.3,1.12,0.18,-0.16,-3.7,-0.53,-0.79,-0.29,0.29,0.46,0.95
 巨路,6192,,8.68,5.79,2.57,14.07,8.64,5.38,2.29,16.68,12.25,8.29,4.81,18.35,13.79,9.17,4.56,20.87,15.74,10.24
 育富,6194,,-5.78,-2.19,-1.02,-2.1,-1.57,-0.85,-0.24,3.14,2.18,1.46,0.61,3.1,2.52,1.61,0.87,5.39,3.61,2.62
 詩肯,6195,,13.7,9.39,4.95,22.56,16.76,12.94,6.12,31.09,23.95,15.55,7.29,35.75,26.8,16.76,8.25,28.46,21.11,12.75
 帆宣,6196,,7.31,4.87,3.07,10.4,6.64,2.18,0.34,9.04,5.75,3.75,2.78,5.39,1.89,0.62,0.4,6.05,2.9,2.32
 佳必琪,6197,,7.61,3.77,1.06,6.94,6.16,2.65,1.67,8.13,5.37,3.48,2.2,4.53,3.54,1.73,0.74,1.66,0.64,0.27
 凌泰,6198,,6.8,13.89,-10.84,-22.12,-12.89,-9.19,-4.61,-20.24,-11.88,-8.7,-4.97,-13.38,-8.13,-4.69,-2.59,-13.53,-7.34,-3.96
 天品,6199,,0.59,0.45,0.37,3.61,0.4,0.79,0.57,4.2,0.56,-0.91,-1.04,-4.27,-3.41,-2.89,-1.49,2.7,4.72,3.17
 亞弘電,6201,,8.96,5.89,1.7,8.37,7.24,4.02,1.85,6.5,4.59,2.56,0.62,4.27,2.62,2.19,1.02,6.91,6.28,4.03
 盛群,6202,,14.89,9.77,4.09,20.2,15.38,9.99,3.91,19.89,14.94,9.92,4.09,19.58,15.35,10.32,4.03,15.37,12.32,7.93
 海韻電,6203,,9.66,6.96,3.35,13.03,9.76,3.52,2.06,23.43,20.11,15.08,7.34,19.95,15.4,10.05,4.31,19.46,15.6,10.39
 艾華,6204,,4.28,2.87,-0.06,4.54,4.24,2.21,0.39,7.71,5.42,2.47,1.39,10.42,7.7,5.83,1.72,9.36,7.63,3.92
 詮欣,6205,,11.39,4.74,1.92,11.52,10.44,5.11,2.75,16.35,12.87,7.27,4.07,9.63,8.11,5.63,2.78,7.85,7.03,3.88
 飛捷,6206,,13.38,9.9,4.36,23.14,17.22,10.74,4.59,24.3,18.21,10.8,4.99,26.27,20.92,15.15,7.56,22.92,17.06,11.17
 雷科,6207,,6.39,4.23,1.47,14.4,13.57,7.22,3.3,12.16,7.65,3.67,1.85,0.73,4.05,1.78,3.55,7.02,7.5,4.96
 日揚,6208,,6.36,3.83,2.25,4.62,4.47,3.02,2.17,6.84,5.36,2.91,2.05,6.02,4.24,1.59,0.07,3.53,1.88,0.54
 今國光,6209,,-0.9,-1.91,-0.3,-4.62,-2.05,-0.89,-0.77,-3.26,-1.16,-1.3,-1.04,1.88,1.27,0.83,0.2,9.64,8.71,4.07
 慶生,6210,,10.11,8.78,4.14,24.84,20.13,13.81,8.77,29.03,19.69,11.76,5.93,23.74,18.36,14.25,7.09,25.67,21.7,15.89
 理銘,6212,,18.61,12.71,14.73,33.5,10.37,11.11,-1.5,-6.81,-4.55,-0.93,-0.55,-6.43,-5.22,-4.77,-0.24,22.57,0.77,1.03
 聯茂,6213,,10.6,6.92,3.72,8.54,5.3,2.8,1.69,7.47,5.47,4.08,1.99,11.88,9.47,5.79,3.85,16.72,14.02,8.63
 精誠,6214,,7.07,2.04,0.7,4.22,2.04,2.54,1.14,5.62,3.19,2.87,1.5,6.43,4.2,2.59,1.1,1.88,1,0.33
 和椿,6215,,1.24,3.51,1.17,2.19,1.2,0.08,0.68,10.97,8.88,4.28,0.84,2.53,2.61,1.99,-0.08,0.04,0.26,-0.51
 居易,6216,,13.68,9.65,3.83,17.48,14.4,8.96,2.41,15.25,10.92,7.99,3.52,13.41,8.79,5.74,2.83,10.15,8.19,5.16
 中探針,6217,,5.81,2.88,0.41,17.48,12.56,6.26,3.45,17.3,11.73,5.08,1.49,12.22,9.18,6.33,2.69,9.02,5.67,3.59
 豪勉,6218,,4.97,4.31,1.51,6.9,5.83,1.6,1.53,8.11,7.03,3.53,1.25,8.31,7.9,5.59,3.85,6.77,8.61,6.04
 富旺,6219,,-3.09,-6.86,-2.82,1.15,-4.88,-4.79,0.09,26.24,13.66,16.55,16.51,22.48,12.43,10.71,9.29,18.5,10.65,6.74
 岳豐,6220,,13.23,4.38,1.34,3,7,1.35,-0.54,7.78,5.49,1.12,-0.38,0.5,0.74,-0.61,-0.94,0.2,-0.11,-1.78
 晉泰,6221,,5.78,4.8,1.92,14.01,10.57,6.43,2.39,9.33,4.99,3.82,1.72,12.71,9.75,7.32,1.59,12.14,9.68,8.65
 上揚,6222,,-98.42,-24.9,-6.29,-48.36,-19.08,-8.24,-4.18,-9.92,-7.31,-3.53,-1.68,-21.17,-6.78,-3.62,-1.76,9.56,13.47,14.89
 旺矽,6223,,10.86,5.52,1.45,7.96,7.43,4.82,2.53,15.18,12.22,5.18,1.7,8.95,8.27,5.11,2.65,8.98,5.74,3.96
 聚鼎,6224,,15.12,10.13,3.93,23.23,18.4,12.33,4.99,21.08,16.35,11.51,4.53,20.78,15.65,10.7,4.37,22.78,17.57,10.75
 天瀚,6225,,-139.13,-125.2,-41.15,-191.96,-171.58,-121.65,-26.68,-196.01,-124.84,-79.13,-32.27,-93.92,-59.82,-28.87,-12.7,-62.87,-34.53,-27.02
 光鼎,6226,,1.04,0.05,-1.65,-6.05,-4.17,-4.43,-1.7,2.62,2.34,1.27,-1.09,7.65,2.63,1.53,-0.69,-18.04,-12.08,-8.19
 茂綸,6227,,8.61,9.52,6.53,10.33,7.08,4.11,1.87,8.45,5.91,3.9,1.42,3.3,1.32,0.27,-0.48,4.5,4.36,3.74
 全譜,6228,,-10.89,-7.93,-1.92,-16.3,-9.2,-9.47,-3.43,-19.77,-23.6,-14.98,-6.83,0.67,6.41,12.07,-3.7,-25.68,-19.87,-11.48
 研通,6229,,4.22,1.49,0.09,0.35,0.68,-0.79,-0.78,6.06,4.18,1.99,1.03,7.11,5.48,3.97,0.1,2.22,1.55,-0.4
 超眾,6230,,18.94,14.37,6.05,20.04,13.86,7.47,4.03,18.87,15.04,9.86,3.7,20.12,15.67,10.79,5.62,17.37,12.47,6.99
 系微,6231,,-8.27,-5.54,-2.46,6.28,4.86,4.24,0.56,3.15,0.7,-0.9,-3.07,4.01,0.65,0.08,-6.73,15.21,14.19,10.23
 旺玖,6233,,-6.43,-4.42,-2.8,-7.17,-4.59,-4.88,-2.22,-8.24,-2.07,0.03,-2.98,-7.65,-4.26,-2.04,-1.47,-8.06,-2.16,-2.14
 高僑,6234,,-0.19,-0.05,0.37,13.29,5.93,5.06,0.78,3.56,2,0.91,0.41,-5.47,-3.26,-1.29,-0.16,-6.32,-1.51,0.04
 華孚,6235,,7.49,5.25,2.83,3.69,-0.64,0.47,-1.05,-15.13,-14.99,-9.41,-3.64,-6.6,-8.25,-0.6,1.5,-13.21,-6.66,-2.62
 康呈,6236,,-11.78,-6.17,-3.32,-14.07,-12.9,-8.1,-3.68,4.57,6.76,9.23,5.21,-9.03,-15.5,-10.14,-17.29,-79.86,-63.53,-39.64
 驊訊,6237,,3.78,0.79,-0.19,6.43,7.39,-1.02,-0.23,5.52,4.9,4.45,4.2,0.23,0,0.57,-0.42,-6.61,-2.11,-0.64
 勝麗,6238,,26.74,21.47,11.66,49.38,36.83,20.48,14.62,9.1,5.67,7.99,4.01,78.32,64.79,50.92,13.36,21.16,9.31,-2.07
 力成,6239,,10.08,6.33,2.86,12.37,8.95,5.65,2.57,11.56,8.95,5.64,2.31,-7.99,5.32,3.92,1.76,10.7,8.94,6.99
 松崗,6240,,6,-4.18,-4.76,13.91,17.68,6.78,7.3,7.61,3.21,0.1,-5.58,72,2.49,-7.46,2.2,14.25,19.01,6.33
 易通展,6241,,-7.15,-0.79,0.73,-7.7,-6.24,-7.26,-4.05,12.54,12.03,6.42,4.85,7.01,6.11,6.21,6.48,33.77,29.03,24.63
 立康,6242,,12.72,9.87,3.52,20.82,14.52,11.58,3.39,-20.81,-1.8,-26.15,-37.34,-113.4,-86.65,-62.74,-16.36,-34.04,-19.51,-15.14
 迅杰,6243,,-11.4,-6.77,-2.84,-14.13,-11.1,-10.82,-5.2,-8.93,-7.35,-5.23,-0.81,-7.1,-4.1,-2.51,-0.88,-11.02,-5.38,-3.07
 茂迪,6244,,0.84,7.54,5.53,-4.56,-7.36,-7.75,-3.8,-7.73,-4.04,1.27,1.08,1.71,-1.07,-3.99,-4.75,-30.72,-23.57,-18.47
 立端,6245,,11.01,6.71,2.85,15.15,10.3,4.63,3.09,16.86,9.94,6.07,4.19,20.24,15.08,10.1,5.12,20.86,15.89,10.3
 臺龍,6246,,31.08,21.21,12.23,-35.69,-37.91,-53.81,-69.09,-150.22,-86.92,-41.74,-15.76,-35.56,-20.4,-12.52,-4.61,-19.82,-6.78,-3.34
 淇譽電,6247,,-0.21,-0.46,-0.67,10.66,10.11,3.76,1.62,4.24,-0.11,-1.18,-2.29,-7.84,-1.9,-2.64,-0.13,-0.79,-4.98,-4.43
 沛波,6248,,7.35,9.02,3.97,21.97,13.71,5.62,3,-4.33,-15.34,-14.9,-5.95,-62.25,-45.35,-51.8,-32.14,-114.6,-99.66,-34.43
 定穎,6251,,-0.69,0.27,0.12,-1.97,-1.95,-3.07,-1.25,5.17,5.01,2.97,0.75,-5.72,-3.35,-2.56,-1.93,-11.26,-4.02,-4.2
 矽格,6257,,7.36,4.02,1.51,9.4,7.35,4.71,1.87,12.96,10.4,6.86,3,11,8.77,5.35,1.91,12.98,9.32,5.67
 百徽,6259,,-103.42,-112.53,-105.42,-23.06,-7.35,-12.29,-3.78,-10.78,-11.06,-5.84,-2.95,-9.06,-6.96,-2.84,-2.93,-11.98,-5.98,-5.26
 久元,6261,,5.3,3.95,2.11,7.02,5.51,4.09,1.9,12.36,9.46,5.96,1.91,8.45,7.11,4.96,1.93,11.41,9.43,6.35
 普萊德,6263,,17.32,12.54,5.29,23.35,17.81,12.14,5.53,23.02,16.56,11.44,5.08,19.5,14.05,9.34,3.72,16.91,12.33,8.18
 富裔,6264,,-8.46,-9.25,-4.87,-13.2,-10.43,-6.49,-3.28,-13.88,-8.93,-4.68,-1.95,5.74,-4.34,-5.09,-2.75,2.49,-1.38,-1.09
 方土昶,6265,,-0.22,0.25,-0.44,3.41,2.95,0.03,0.23,4.31,2.73,1.79,0.89,3.71,3.13,2.39,1.27,-0.78,0.07,-1.86
 泰詠,6266,,2.28,2.09,1.72,11.79,6.54,5.14,2.51,6.78,4.5,3.04,1.58,4.31,0.96,0.04,-0.97,2.07,1.63,1.21
 台郡,6269,,8.58,3.72,2.88,22.79,17.05,10.29,7.53,17.37,6.94,2.62,2.25,26.67,16.83,8.94,5.81,30.85,21.29,13.06
 倍微,6270,,1.48,0.93,0.45,1.82,1.22,0.57,0.38,3.37,2.73,1.8,0.95,0.95,0.68,0.25,0.06,-19.4,-16.18,-17.03
 同欣電,6271,,7.17,4.95,2.2,10.33,7.94,4.05,2.07,15.46,12.26,7.29,3.24,17.35,13.12,7.57,3.65,15.43,9.2,4.22
 台燿,6274,,10.19,7.3,3.56,12.23,9.35,5.86,2.85,13.19,9.65,5.98,2.42,12.12,9.16,5.96,2.78,10.23,8.38,5.63
 元山,6275,,7.14,5.33,1.54,1.57,2.67,1.54,0.19,4.51,3.97,3.03,-0.91,1.74,0.49,2.15,1.32,1.65,0.1,0.53
 安鈦克,6276,,-20.81,-18.1,-5.72,-25.87,-13.92,-7.85,-1.9,7.93,6.32,5.28,3.68,8.21,7.17,7.78,3.23,19.83,14.43,12.42
 宏正,6277,,17.23,11.31,6.02,20.25,15.38,10.06,5.46,22.4,17.13,11.14,4.99,23.69,17.82,12.05,5.3,16.16,12.03,9.62
 台表科,6278,,3.52,2.01,1.71,7.5,5.8,4.04,2.28,9.77,7.01,3.46,0.92,12.53,9.43,6.28,3.45,12.51,9.26,6.09
 胡連,6279,,13.91,8.92,4.22,20.53,15.48,10.72,4.78,21.3,14.9,10.47,5.5,20.61,16.12,12.4,6.57,17.63,11.6,8.39
 全國電,6281,,19.1,15.39,8.72,19.27,16.33,12.68,6.38,19.43,16.76,11.99,6.06,19.06,16.18,13.29,6.4,23.87,19.36,14.68
 康舒,6282,,4.78,3.45,1.66,7.36,5.61,2.41,1.23,12.02,9.33,5.93,2.15,14.29,10.79,7.84,3.61,12.96,9.91,5.76
 淳安,6283,,5.9,2.18,1.4,1.79,1.3,2.55,1.91,-55.61,-39.47,-15.56,-6.66,-20,-5.83,1.36,0.93,-13,-5.82,-4.57
 佳邦,6284,,1.01,-1.69,-1.72,3.39,3.97,2.05,3.51,3.7,2.5,1.78,0.38,1.93,1.13,0.65,0.61,-4.91,0.24,0.07
 啟,6285,,12.32,7.4,4.1,16.7,12.6,7.65,4.03,12.65,9.23,5.95,2.31,15.21,12.35,6.89,2.9,11.98,9.7,6.09
 元隆,6287,,-132.4,-109.14,-48.92,-83.85,-50.09,-31.65,-13.01,-73.4,-60.96,-44.54,-33.8,-62.5,-37.52,-25.22,-13.42,-41.19,-26.26,-18.15
 華上,6289,,-31.52,-14.75,-4.54,-48.39,-28.96,-17.13,-7.04,-47.17,-13.89,-6.01,-5.08,-43.34,-21.54,-16.3,-10.4,-26.23,-17.96,-16.2
 良維,6290,,7.17,4.82,3.48,7.89,3.1,0.24,0.71,10.65,5.64,3.52,2.83,8.82,4.4,3.1,1.84,8.2,6.9,3.84
 沛亨,6291,,-19.67,-20.21,-22.32,-64.84,-42.63,-22.34,-15.64,-39.25,-22.58,-18.35,-10.74,-48,-33.69,-20.9,-10.04,-38.28,-27.09,-19.53
 迅德,6292,,11.57,6.71,2.9,10.03,8.78,6.76,2.76,15.91,9.08,6.87,2.22,13.46,10.72,6.82,3.71,14.39,10.78,7.02
 智基,6294,,52.47,42.31,18.5,53.15,42.55,35.81,12.56,3.11,3.75,3.41,1.26,5.24,2.68,6.42,3.78,53.36,51.41,44.2
 崴強,6298,,9.51,3.91,1.81,5.6,7.16,3.49,1.6,12.4,8.26,4.49,3.35,14.64,8.02,4.21,3.8,13.26,11.55,5.13
 通訊-KY,6404,,-7.67,-4.8,-2.11,4.19,4.78,3.29,1.36,10.38,8.59,6.96,2.28,39.4,23.06,17.15,9.05,89.43,,
 悅城,6405,,-2.3,-1.76,-1.01,0.53,2.73,1.12,0.7,18.73,15.52,10.09,4.04,24.61,21.82,13.04,8.22,45.09,,25.98
 旭隼,6409,,26.5,18.87,7.82,37.91,30.01,18.78,8.17,36.98,28.29,18.32,8.12,35.85,27.83,21.21,10.52,41.9,,22.23
 晶焱,6411,,11.62,7.65,3.03,14.6,8.35,2.87,1.58,13.67,10.11,3.87,0.43,17.07,12.63,7.1,1.62,21.45,,14.8
 群電,6412,,7.98,6.7,2.54,17.34,11.34,6.89,2.18,17.81,12.8,7.11,2.13,15.14,13.98,7.27,2.27,21.41,,7.81
 樺漢,6414,,17.72,15.08,7.14,26.73,20.68,12.75,5.64,24.41,21.72,13.44,5.03,35.92,28.31,19.87,8.68,22.47,,9.66
 矽力-KY,6415,,17.44,12.09,5.06,29.59,20.65,14.23,5.64,25.81,19.48,12.63,4.13,28.46,27.98,18.19,8.57,82.23,,
 韋僑,6417,,8.55,4.88,2.04,13.83,11.49,5.3,1.51,10.71,7.76,4.71,3.01,3.52,,0.99,,11.24,,7.97
 京晨科,6419,,-8.43,-8.65,-5.62,0.4,4.54,2.64,0.26,4.42,6.72,2.59,4.39,39.21,35.26,26.98,13.8,41.71,,39.35
 君耀-KY,6422,,14.87,9.3,3.52,18.21,12.52,8.26,3.71,21.54,18.9,13.28,5.6,18.07,14.04,7.14,1.73,32.86,,
 統新,6426,,6.76,4.92,0.92,7.54,11.36,5.94,3.66,15.13,15.23,10.13,7.83,14.51,11.17,8.19,3.24,49.4,,
 光麗-KY,6431,,-21.69,-15.77,-3.94,-19.03,-7.52,-6.68,-2.48,6.4,9.27,8.56,2.14,14.08,14.77,9.18,,10.34,,
 今展科,6432,,7.03,5.33,2.24,16.34,12.94,5.37,2.65,18.29,13.76,6.12,,16.26,,,,18.98,,
 大中,6435,,13.52,8.5,4.79,16.62,9.94,5.14,3.45,19.61,16.55,10.52,,23.95,,16.19,,18.9,,
 光聖,6442,,9.67,7.23,2.75,15.57,11.47,6.24,3.98,13.71,8.34,3.46,2.98,7.78,,3.85,,6.01,,2.46
 元晶,6443,,0.76,5.44,5.1,5.22,1.05,-1,1.2,6.1,,7.72,,10.69,,-0.94,,-27.16,,-9.23
 藥華醫,6446,,-23.49,-38.61,-16.92,-79.07,-46.78,-27.97,-10.71,-47.42,-31.69,-21.01,,-44.28,,-26.31,,-86.86,,
 鈺邦,6449,,10.3,6.34,2.21,16.08,11.88,6.7,3.5,18.75,15.58,10.61,5.74,14.48,,4.85,,10.61,,3.52
 訊芯-KY,6451,,11.88,9.05,3.46,20.99,15,8.53,4.44,24.5,16.22,9.69,3.87,20.9,,,,18.04,,
 康友-KY,6452,,12.42,8.37,4.04,24.08,16.79,11.1,4.93,28.28,21.95,14.96,8.03,30.74,22.09,14.65,,33.07,,
 GI-KY,6456,,11.31,2.66,3.06,23.41,12.16,1.63,0.52,20.55,12.83,4.21,1.73,55.29,47.82,,,24.35,,
 紘康,6457,,7.81,4.82,1.91,15.27,12.73,7.27,2.91,12.56,9.78,5.02,1.47,10.82,,,,14.25,,
 神盾,6462,,-4.93,-6.6,-4.2,-8.9,-3.79,-11.12,-5.34,-51.34,-33.51,-18.05,-6.7,-28.34,,,,-53.27,,
 台數科,6464,,8.64,6,2.81,13.26,12.76,8.89,4.48,17.57,14.26,9.52,,19.61,,,,25.41,,
 威潤,6465,,10.3,8.94,3.88,19.76,16.98,10.29,5.52,24.41,14.99,9.31,,37.56,,28.9,,36.15,,
 大樹,6469,,10.54,6.48,3.23,15.12,8.51,4.69,1.35,25.11,,11.16,,28.63,,14.46,,24.1,,
 宇智,6470,,15.89,11.07,4.23,32.47,30.18,15.71,9.59,38.2,23.89,14.54,5.46,21.63,,,,-1.58,,
 安集,6477,,-4.57,0.58,0.33,7.71,6.38,3.23,1.47,14.78,,4.86,,12.33,,4.77,,-5.69,,
 弘煜科,6482,,5.6,5.01,3.22,17.47,15.02,11.16,3.28,11.49,,9.91,,29.35,,,,10.61,,
 點序,6485,,14.67,10.86,5.06,14.69,11.31,5.66,1.99,25.18,,19.23,,32.51,,8.98,,6.83,,
 互動,6486,,9.55,6.83,2.79,17.25,7.44,6.39,4.82,23.52,,8.25,,21.05,,4.59,,26.09,,
 環球晶,6488,,6.59,4.44,1.69,13.66,10.66,7.29,3.3,15.91,11.93,7.59,4.02,14.86,,,,9.59,,
 九齊,6494,,17,12.98,3.41,15.98,12.76,5.76,-1.22,20.56,,12.67,,23.8,,14.37,,19.83,,
 科懋,6496,,12.35,5.61,2.27,18.22,14.1,9.57,4.61,21.28,,9.99,,23.09,,14.84,,34.84,,
 益安,6499,,-11.75,-11.42,-5.78,-29.21,-18.4,-10.9,-9.45,-23.43,,-7.97,,-21.77,,,,,,
 南六,6504,,15.26,9.78,4.3,23.22,17.78,13.1,6.26,19.35,14.59,10.28,4.75,23.45,17.2,9.49,4.99,18.26,13.01,9.96
 台塑化,6505,,19.42,13.71,3.85,18.68,14.24,10.59,0.47,3.78,9.1,6.28,3.6,12.03,9.16,4.69,4.5,1.27,0.37,-4.22
 雙邦,6506,,15.36,12.99,7.89,11.98,10.23,9.57,5,8.77,8.75,8.27,3.72,6.01,5.59,4.95,1.84,2.77,4.24,5.1
 惠光,6508,,6.58,5.05,2.48,8.13,7.45,5.36,2.29,12.42,10.53,7.95,3.79,9.43,7.69,5.67,2.51,9.14,8.63,7.3
 聚和,6509,,2.55,2.72,1.43,5.98,4.77,3,1.66,2.68,1.76,1.07,0.2,4.79,4.85,2.9,1.36,3.08,2.68,1.66
 精測,6510,,25.21,15.04,6.28,43.68,33.46,19.17,8.69,36.23,,14.7,,19.52,,8.18,,16.37,,
 啟發電,6512,,11.03,8.21,4.75,18.73,12.1,6.06,,33.22,,13.98,,27.93,,11.91,,47.89,,
 芮特-KY,6514,,4.16,2.12,0.16,15.22,14.89,7.15,3.84,-9.08,-7.66,,,12.7,,,,,,
 達爾膚,6523,,14.66,9.91,6.78,24.65,15.53,6.73,4.11,34.79,,,,54.15,,,,,,
 捷敏-KY,6525,,15.89,11.32,6.04,28.62,19.9,12.47,6.15,34.04,30.56,20.78,,23.12,,,,,,
 愛普,6531,,9.52,9.24,7,29.76,19.94,9.38,,52.83,,,,83.37,,,,,,
 瑞耘,6532,,4.43,2.4,1.52,15.03,12.16,7.82,,11.64,,,,2,,,,,,
 順藥,6535,,-23.05,-19.32,-10.13,-37.54,-31.32,-14.64,,-25.35,,,,-10.07,,,,,,
 倉和,6538,,8.14,7.38,4.36,20.22,12.46,8.2,,22.1,,,,31.21,,,,,,
 隆中,6542,,13.42,17.18,10.81,18.37,0.96,-19.63,,7.4,,,,-117.44,,,,,,
 長華科,6548,,4.18,4.18,2.87,8.61,5.2,2.6,,13.27,,,,11.65,,,,,,
中美冠科-KY,6554,,6.1,0.69,-2.18,65.99,5.52,43.86,-54.15,,,,,,,,,,,
 富強鑫,6603,,4.84,3.85,2.22,2.03,2.36,1.75,1.2,4.78,2.42,0.33,0.23,2.72,3.01,1.02,0.57,1.83,2.71,1.72
 帝寶,6605,,6.55,5.57,3.54,14.27,11.13,5.4,2.72,16.81,12.08,8.07,4.51,15.05,11.05,8.59,4.52,13.03,9.81,6.67
 瀧澤科,6609,,1.54,1.53,0.64,10.41,7.93,3.17,1.51,17.35,14.03,9.14,4.97,13.01,9.27,4.71,1.25,8.87,7.19,4.94
 興航,6702,,-35.11,-20.02,-6.58,-15.32,-6.05,-3.43,-0.74,3.91,3.9,2.13,0.67,1.82,-1.14,-2.6,-1.79,1.38,2.08,0.62
 崑鼎,6803,,24.96,19.31,13.24,17.48,14.35,9.38,4.05,17.45,14.12,9.05,3.92,17.34,14.47,9.62,4.07,22.79,18.43,11.29
 邑錡,7402,,5.65,3.48,1.41,13.8,13.97,9.84,5.28,16.15,,2.22,,6.89,,-7.11,,8.27,,
 台通,8011,,-1,-1.03,-0.53,-2.36,-2.25,0.11,0.47,0.78,1.82,3.15,3.26,6.08,5.06,3.56,0.77,13.43,9.6,4.61
 矽創,8016,,17.65,11,5.38,20,14.42,8.88,4.73,18.53,12.87,7.82,3.71,10.97,7.48,4.47,2.07,9.21,7.11,4.7
 尖點,8021,,3.78,2.15,1.05,8.05,5.67,3.31,1.54,8.2,5.83,3.28,1.4,6.56,5.21,3.32,1.41,6.95,4.51,2.38
 佑華,8024,,0.82,0.77,-1.95,1.17,0.63,0.54,-0.64,6.43,4.33,3.88,1.12,3.8,3.78,2.55,-1.01,2.19,3.17,1.67
 鈦昇,8027,,-11.34,-8.73,-6.58,0.32,2.19,1.05,2.04,16.71,12.96,1.72,-1.98,4.87,,5.51,,18.91,,12.89
 光菱,8032,,5.97,4.07,1.88,9.45,7.58,3.42,1.36,14.29,11.05,8.52,3.96,17.14,14.43,10.35,4.82,9.87,7.65,4.28
 雷虎,8033,,-6,-3.31,0.05,-19.91,-7.76,-4.27,-6.88,-20,-13.6,-7.32,-5.47,1.19,-16.63,-12.35,-7.72,-23.03,-13.14,-9.03
