companyName,SN,,2016Q3,2016Q2,2016Q1,2015Q4,2015Q3,2015Q2,2015Q1,2014Q4,2014Q3,2014Q2,2014Q1,2013Q4,2013Q3,2013Q2,2013Q1,2012Q4,2012Q3,2012Q2
 台一,1613,,-3.53,-1.68,-2.54,-40.8,-18.75,-10.58,-8.95,-9.04,-7.66,-5.19,-3.75,-5.54,-6.15,-6.33,-4.15,-4.13,-1.66,1.18
 三洋電,1614,,5.75,4.04,1.39,5.06,3.94,2.33,0.16,4.41,3.41,1.81,0.14,4.61,2.92,1.61,0.35,5.54,3.98,2.88
 大山,1615,,3.55,1.47,-0.67,1.08,1.25,0.04,0,5.72,4.68,4.61,2.49,2.13,0.63,0.83,0.57,6.04,4.96,4.93
 億泰,1616,,2.65,1.09,-0.55,11.51,12.88,18.24,20.87,-11.44,-6.8,-5.53,-6.02,0.19,0.34,1.39,3.36,0.73,2.22,1.04
 榮星,1617,,2.03,0.59,0.08,3.43,2.13,0.04,0.12,3.01,2.79,1.32,1.34,1.06,1.92,0.5,1.1,-5.69,-4.57,-3.53
 合機,1618,,1.05,1.08,-0.28,2.67,-0.67,-1.52,-1.1,-0.33,-0.07,-1,-0.32,-1.45,-0.79,-0.66,0.08,6.04,4.93,1.82
 艾美特-KY,1626,,7.32,9.42,1.19,-3.27,0.17,4.84,0.24,-10.51,-7.46,-6.58,-7.29,21.88,20.18,18.71,9.54,27.83,25.15,24.4
 中化,1701,,5.2,3.99,1.94,6.56,5.99,3.8,1.93,6.63,4.33,3.1,1.35,4.91,4.36,2.91,0.91,6.66,5.36,4.25
 南僑,1702,,16.83,11.37,4.81,21.36,15.91,11.96,5.39,20.42,16.03,11.08,4.54,21.05,15.59,9.24,3.64,11.81,8.3,4.66
 榮化,1704,,11.49,7.79,3.39,55.92,50.1,6.83,1.9,-79.14,-74.58,-67.82,-2,-7.32,-1.64,-1.32,1.33,-3.83,-1.63,-0.6
 葡萄王,1707,,28.82,20.52,9.31,38.98,29.28,20,8.92,39.97,29.52,19.47,8.58,39.77,29.14,19.26,8.23,32.47,24.63,16.42
 東鹼,1708,,6.33,3.92,2.08,9.86,12.88,8.59,4.52,14.75,11.63,7.87,4.21,11.14,8.54,6.11,4.13,12.39,8.8,5.58
 和益,1709,,9.8,6.91,2.88,10.43,8.99,4.92,1.23,3.11,2.75,2.37,1.59,4.79,3.77,2.87,1.89,6.9,6.61,4.45
 東聯,1710,,-5.3,-2.77,-0.77,-1.68,0.32,2.25,0.19,0.35,1.33,0.62,0.27,7.54,5.53,2.33,1.39,7.2,5.1,3.3
 永光,1711,,5.45,3.72,2,7.3,5.84,3.45,1.89,7.81,7.93,5.98,2.65,8.42,6.3,3.55,1.06,7.71,6.1,3.5
 興農,1712,,7.32,5.69,2.99,6.7,2.91,2.56,0.26,9.84,7.92,6.42,3.98,9.22,7.11,4.52,2.98,8.1,5.82,3.44
 國化,1713,,3.07,2.13,0.78,3.1,2.38,1.58,0.78,4.1,2.83,1.76,0.74,3.42,2.3,1.5,0.54,3.5,2.2,1.73
 和桐,1714,,3.01,2.83,1.17,-0.62,0.98,-0.44,-1.03,-7.34,-1.01,-0.09,0.51,2.16,2.35,1.24,0.59,5.69,5.66,4.8
 萬洲,1715,,-1.32,1.17,0.88,1.83,2.38,0.97,0.48,7.3,7.19,4.46,1.79,8,6.82,4.97,1.95,5.84,5,3.74
 長興,1717,,9.86,6.51,2.45,12.95,8.88,5.57,2.42,10.99,8.3,4.98,1.76,10.11,7.28,4.14,1.43,6.94,5.73,3.38
 中纖,1718,,3.2,1.95,1,6.56,6.37,4.8,2.48,9.22,7.18,3.95,2.43,7.99,7.35,5.39,3.27,6.47,4.75,3.2
 生達,1720,,7.12,4.28,2.16,9.82,7.84,5.21,2.93,10.68,8.68,5.87,2.55,9.06,8.19,6.58,3.71,8.37,6.33,4.12
 三晃,1721,,12.69,11.49,7.13,7.55,9.82,6.59,4.08,1.01,0.83,1.28,1.13,0.63,1.83,0.98,0.6,0.02,1,1.26
 台肥,1722,,0.97,0.65,0.16,4.61,2.55,0.35,0.09,5.95,0.48,0.24,0.2,5,4.96,4.5,4.34,6.41,3.72,2.25
 中碳,1723,,11.33,7.52,3.44,17.66,15.03,10.82,5.05,29.69,25.61,18.04,8.48,32.54,26.42,17.85,7.84,30.59,24.8,17.16
 台硝,1724,,7.31,4.58,2.26,11.34,5.03,1.99,0.58,2.29,0.54,-1.37,0.23,2.02,-5.3,6.22,3.51,10.6,10.59,6.74
 元禎,1725,,6.26,2.88,0.78,8.13,6.77,2.54,1.32,7.05,5.64,2.17,1.35,5.78,4.32,2.14,0.9,-8.71,2.11,0.23
 永記,1726,,9.87,6.58,3.02,12.01,9.28,5.96,2.78,13.78,10.68,7.53,3.45,14.45,10.99,7.41,4.6,13.09,11.17,8.02
 中華化,1727,,4.52,2.86,1.18,7,5.23,3.34,1.57,8.25,5.59,4.15,1.66,8.39,6.04,3.44,1.81,9.14,6.7,4.82
 必翔,1729,,2.13,1.71,0.73,-0.68,0.25,-0.28,0.02,-0.28,0.29,0.37,-0.18,-17.15,-11.04,-8.99,-7.66,-10.1,-5.81,-5.01
 花仙子,1730,,12.81,8.02,3.64,14.31,9.96,5.92,3.12,11.54,8.43,5.17,2.22,22.89,8.77,5.22,2.86,10.88,7.61,4.66
 美吾華,1731,,3.65,1.65,0.79,4.58,3.28,2.46,1.75,4.73,3.84,1.81,1.08,3.82,2.65,1.75,1.34,3.59,3.09,2.17
 毛寶,1732,,-2.84,-1.54,-0.13,-1.86,-1.05,-1.18,-0.17,-2.25,-0.73,0.32,0.82,-1.95,-0.97,-0.12,0.33,-0.11,-0.78,-1.21
 五鼎,1733,,7.04,6.98,3.42,13.78,10.09,4.35,1.95,14.21,10.02,6.85,3.18,18.97,17.58,15.11,6.13,27.77,21.82,17.53
 杏輝,1734,,-2.88,-1.97,-1.07,-2.08,-3.83,-2.27,-1.47,2.61,1.62,3.28,1.52,10.5,9.95,7.06,5.2,3.97,4.04,2.03
 日勝化,1735,,4.12,2.97,1.08,8.19,5.83,3.91,1.26,3.83,0.84,-0.28,-0.52,3.83,2.94,1.6,0.02,6.82,5.06,1.65
 喬山,1736,,1.74,-0.17,-0.66,6.26,0.01,-2.58,-0.66,33.36,10.2,6.59,4.12,13.58,1.31,-1.23,1.35,14.92,6.98,2.13
 臺鹽,1737,,4.82,3.16,1.16,4.6,4.05,2.01,0.83,3.71,2.8,1.87,1.33,2.06,1.19,0.81,0.65,1.19,0.84,0.67
 台蠟,1742,,-15.03,-4.61,-2.62,-17.78,-14.44,-9.99,-2.97,-7.81,-7.07,-5.4,-1.76,-3.29,-1.35,-0.71,0.81,1.9,-1.91,-1.09
 南光,1752,,7.78,5.78,3.23,11.58,8.98,5.46,2.49,4.69,1.65,-0.35,-0.35,-0.67,-0.34,-0.57,0.16,9.29,8.61,5.89
 中化生,1762,,1.75,0.98,0.94,17.72,14.43,12.63,11.74,0.9,0.86,2.14,0.69,5.64,5.48,5.11,2.4,10.28,9.82,7.5
 勝一,1773,,14.09,9.37,4.12,15.65,11.69,7.71,3.5,14.29,10.85,6.8,3.44,15.72,12.17,8.24,4.02,16.48,12.75,8.94
 展宇,1776,,6.34,4.99,2.16,13.24,9.39,5.46,1.76,9.13,7.16,3.41,,10.38,,3.3,,16.11,,4.9
 生泰,1777,,12.2,9.8,4.89,16.62,12.39,6.91,4.18,17.82,16.21,9.95,5.29,15.46,11.85,9.45,5.32,9.14,7.98,5.41
 合世,1781,,-12.1,-9.98,-5.53,-10.6,-5.58,-5.67,-2.52,-8.1,-6.12,-5.04,-0.98,4.39,5.21,9.61,8.89,16.51,7.35,0.19
 和康生,1783,,-1.95,-1.79,-1.38,-7.38,-4,-3.29,-1.47,-2.16,-0.06,0.07,0.28,0.41,0.15,0.03,-0.4,0.73,,1.65
 訊聯,1784,,-0.47,-0.39,0.14,0.89,1.22,1.04,0.43,1.87,2.55,2.31,1.55,0.6,1.31,0.77,1.38,3.1,2.93,1.23
 光洋科,1785,,-7.49,-6.84,-20.63,-19.12,-15.76,-6.96,-4.63,0.16,4.34,2.77,0.46,0.83,3.33,1.96,1.52,9.18,7.22,5.74
 科妍,1786,,-5.24,0.01,-0.06,5.56,4.5,1.88,1.36,-2.1,0.03,0.16,0.1,5.37,7.95,3.8,1.71,15.81,9.02,3.8
 福盈科,1787,,8.12,6.06,2.66,11.16,8.29,4.69,1.81,10.91,7.83,5.28,2.14,8.38,5.91,4.08,1.45,3.99,3.38,2.56
 杏昌,1788,,9.46,6.03,3.28,14.13,10.65,7.47,3.98,14.35,10.82,7,3.1,15.33,11.72,7.78,4.73,12.72,8.01,5.66
 神隆,1789,,5.13,3.5,1.73,6.6,4.61,2.6,1.2,5.09,5.05,3.81,1.7,13.61,10.95,8.32,3.78,13.22,8.67,4.99
 美時,1795,,1.42,1.65,1.03,1.84,1.37,1.19,-0.24,-10.61,-5.84,-7.76,-11.58,-9.12,-6.38,3.46,4.57,-31.34,-21.77,-22.54
 易威,1799,,-17.69,-9.96,-4.39,-19.58,-12.49,-9.19,-4.88,-21.19,-15.77,-14.05,-8.99,-64.8,-22.11,-23.45,-11.91,-43,-32.13,-22.41
 台玻,1802,,-3.11,-2.48,-0.93,-10.47,-7.45,-4.21,-2.59,-0.63,-1.76,-4.09,-2.87,-2.01,-4.77,-3.86,-2.12,-4.19,-3.37,-2.34
 寶徠,1805,,-9.89,-7.72,-4.44,13.58,-9.68,-6.95,-4.02,1.15,3.67,6.26,6.12,40.29,-8.82,-5.78,-3.98,11.68,10,5.23
 冠軍,1806,,-0.1,0.28,-1.5,-0.98,-0.63,-1.4,-1.26,-6.46,-4.42,0.65,-1.12,3.63,2.97,0.83,-1.31,-3.92,-2.58,-2.23
 潤隆,1808,,13.21,3.82,-0.81,19.92,16.28,2.2,2.77,18.73,8.44,0.87,0.39,1.93,-0.37,-0.27,0.44,23.34,23.21,18.49
 中釉,1809,,2.03,1.72,0.62,1,1.04,0.56,0.35,3.93,3.28,1.84,0.28,3.65,2.78,0.89,-0.6,3.08,3.1,1.68
 和成,1810,,5.13,-0.44,-0.72,2.12,1.82,1.11,0.22,3.25,3.19,2.93,0.18,3.2,1.86,0.53,0.33,0.64,0.95,-0.14
 寶利徠,1813,,4.37,4.03,1.86,9.91,7.8,4.07,2.08,10.06,6.97,5.48,2.89,11.41,8.99,7.5,3.89,19.66,15.62,10.56
 富喬,1815,,4.32,2.38,1.58,6.41,4.54,2.33,1.2,0.84,-0.38,-0.62,-0.51,0.49,1.38,1.84,1.22,-2.92,3.65,3.49
 凱撒衛,1817,,11.11,6.9,3.09,15.98,11.29,6.53,2.97,13.49,9.65,5.61,2.35,14.46,11.01,7.51,3.3,12.28,,3.91
 台紙,1902,,1.89,0.93,0.75,3.14,3.11,1.95,0.72,0.62,0.89,-0.34,-0.24,0.56,0.41,0.89,0.26,-2.65,-2.05,-1.22
 士紙,1903,,-4.46,-4.04,-1.77,-4.63,-3.36,-3.2,-1.24,-12.06,-5.71,-4.03,-3.27,-4.47,-2.3,-1.35,-1.15,-4.22,-2.55,-1.88
 正隆,1904,,4.11,2.26,0.49,3.67,3.9,3.37,2.67,1.08,-0.59,-1.48,-2.1,4.96,3.47,2.94,1.62,6.61,4.83,2.8
 華紙,1905,,1.07,0.85,0.42,4.33,3.27,1.74,0.81,0.06,-1.08,-0.8,-0.19,-3.5,-2.48,-1.07,-0.52,-1.82,-2.52,-1.47
 寶隆,1906,,3.89,4.42,-1.03,3.26,3.4,3.41,-0.79,6.93,7.32,8,4.82,0.2,0.61,1.5,-0.64,-3.57,-3.3,-1.8
 永豐餘,1907,,0.99,-0.04,-0.04,2.49,2.28,0.85,-0.11,1.85,0.5,-0.75,-0.68,1.31,0.79,0.33,0.39,4.14,3.53,1.91
 榮成,1909,,6.89,5.64,1.66,6.02,4.95,3.35,1.14,5.72,5.87,2.85,-0.22,6.66,5.25,3.66,1.62,3.84,1.17,-0.2
 中鋼,2002,,4.56,2.22,0.23,2.33,2.82,2.47,1.42,7.39,5.31,3.13,1.33,5.9,4.73,3.36,1.59,2.07,1.29,0.89
 東和鋼鐵,2006,,5.14,3.89,0.89,5.39,3.91,3.29,1.7,4.52,4.93,3.7,1.82,9.28,6.77,4.57,2.27,7.64,5.94,4.75
 燁興,2007,,-4.99,-2.06,-0.98,-12.59,-9.89,-6.07,-2.72,-13.79,-10.14,-6.37,-3.55,-16.04,-12.14,-7.86,-3,-12.73,-7.96,-5.22
 高興昌,2008,,-3,-2.17,-0.97,5.24,-4.92,-2.57,-1.31,-9.53,-7.79,-5.8,-1.34,244.42,184.67,185.58,120.82,-140.02,-63.72,-45.01
 第一銅,2009,,-4.53,-2.67,-0.47,-9.83,-8.48,-4.34,-3.03,3.18,3.2,2.94,-0.87,0.63,2.78,-1.2,0.39,0.48,0.82,0.03
 春源,2010,,4.78,3.31,1.32,6.17,2.26,1.74,0.91,3.82,3.11,1.84,0.78,4.14,2.61,1.58,0.86,3.4,2.61,2.21
 春雨,2012,,4.6,2,0.31,5.33,3.97,1.56,0.75,4.5,2.48,1.23,1.16,5.28,3.17,2.8,1.28,-2.35,0.41,0.88
 中鋼構,2013,,1.61,1.12,0.52,3.9,2.92,1.89,0.7,5.7,4.03,2.7,1.51,9.72,7.44,5.42,3.03,13.5,9.12,5.91
 中鴻,2014,,19.57,10.24,0.04,-14.82,-7.36,-13.33,-16.85,2.39,2.56,1.92,1.75,1.56,-2.05,0.81,4.51,-32.41,-28,-8.23
 豐興,2015,,9.06,5.98,2.84,12.5,8.89,6.59,2.96,10.54,7.56,5.16,2.34,9.12,6.46,4.41,2.6,9.99,7.82,6.59
 官田鋼,2017,,4.71,3.13,-0.33,-1.41,-0.1,-0.1,-1.15,-0.82,0.09,-0.65,-0.9,-0.35,0.14,-1.32,1.12,-5.63,-3.35,-0.25
 美亞,2020,,11.33,7.19,2.81,-14.13,-15.79,1.01,0.33,6.82,7.12,4.77,-0.73,4.79,4.38,3.24,2.27,2.95,2.46,1.92
 聚亨,2022,,0.77,0.69,-0.17,-10.97,-6.94,-3.42,-1.52,0.24,0.91,0.91,0.83,-6.48,-1,0.65,3.34,-6.08,-4.68,-3.59
 燁輝,2023,,5.88,4.19,0.71,-5.54,-3.1,-1.11,0.13,3.25,2.04,1.07,0.13,1.23,0.86,0.95,1.03,-4.62,-3.56,-2.06
 志聯,2024,,5.49,3.21,0.78,3.08,2.59,1.84,1.09,8.01,6.86,3.93,1.85,5.72,4.66,2.82,0.67,-9.04,-5.51,-3.43
 千興,2025,,2.54,-2.02,-2.64,-29.66,-20.85,-9.26,-3.43,-5.18,2.23,3.14,-2.3,-18.34,-15.1,-11.31,-4.18,-21.01,-16.34,-11.26
 大成鋼,2027,,1.57,0.94,-0.66,-1.04,-0.81,0.75,0.54,13.92,12.43,6.68,1.49,2.42,0.83,0.48,1.03,3.66,2.26,3.83
 威致,2028,,-6.67,-5.86,-7.29,-92.29,-82.09,-30.42,-13.53,-35.11,-25.98,-18.09,-6.17,-17.29,-15.24,-6.87,-2,-2.17,-4.56,-3.1
 盛餘,2029,,11.02,6.9,2.9,-1.14,-2.59,2.89,1.53,5.17,3.42,2.57,2.03,6.49,5.53,4.42,2.44,1.94,1.3,2.12
 彰源,2030,,4.25,1.95,1.78,-8.18,-2.31,0.41,0.99,11.43,9.9,6.12,1.7,1.26,0.58,1.08,1.2,-11.12,-7.06,-4.36
 新光鋼,2031,,13.12,8.05,5.58,-8.48,-1.13,2.69,5.07,4.05,4.01,2.97,1.07,6.19,4.7,3.39,2.69,-3.91,-0.96,-0.66
 新鋼,2032,,3.16,2.15,0.63,2.11,1.89,1.97,0.39,3.48,3.29,3.73,1.19,2.55,1.52,0.44,1.58,0.64,0.18,0.2
 佳大,2033,,2.05,1.36,0.72,-0.41,-1.06,-0.59,-0.16,-1.74,-1.53,-0.38,-0.13,-2.03,-0.95,-0.61,0.03,4.06,2.84,2.35
 允強,2034,,7.52,4.94,2,7.41,6.12,3.26,2.05,13.94,12.04,7.52,4.26,9.83,7.49,5.49,3,4.91,3.76,2.16
 唐榮,2035,,5.99,3.92,-1.33,-15.18,-12.97,-6.85,-3.17,5.22,9.27,8.42,3.34,-12.74,-11.3,-4.73,-1.06,-5.56,-4.59,-1.66
 海光,2038,,-0.34,0.12,0.08,-6.45,-4.5,-2.16,-2.51,-4.58,-1.21,-1.76,-1.3,-1.76,-2.79,-1.82,0.35,2.28,-0.11,0.53
 上銀,2049,,4.29,2.7,0.49,9.9,9.57,5.96,3.32,17.81,12.35,6.61,4.11,17.31,11.21,5.69,1.7,19.64,16.79,12.28
 川湖,2059,,11,7.36,3.36,25.51,19.95,10.06,5.49,28.05,19.15,12.46,7.63,26.56,19.95,14.52,8.36,24.54,17.47,11.76
 風青,2061,,-1.5,-1.79,0.01,-13.97,-11.41,-7.33,-3.35,-5.91,-2.1,1.13,1.14,-12.02,-7.08,-4.65,-1.55,-5.4,-2.03,0.05
 橋椿,2062,,10.31,6.39,4.11,12.32,8.19,4.86,2.48,12.61,8.54,4.48,1.79,20.05,15.77,10.21,4.73,7.69,6.4,4.33
 世鎧,2063,,9.89,6.67,2.52,10.6,7.9,3.11,0.33,12.6,9.27,4.16,2.6,7.71,7.85,6.03,4.66,8.68,7.05,3.34
 晉椿,2064,,3.9,2.44,-0.68,6.52,6.97,3.46,1.83,12.86,10.4,6.92,4.19,11.7,8.87,6.54,,-8.02,,-4.44
 世德,2066,,14.08,10.37,4.93,24.79,18.73,9.74,4.43,24.51,18.51,13.02,6.3,24.35,17.28,14.09,5.88,21.36,,9.49
 嘉鋼,2067,,-2.37,2.97,-1.44,-18.68,-11.05,-9.45,-3.07,7.03,10.05,8.76,4.37,8.37,6.36,3.36,3.13,10.71,,6.49
 運錩,2069,,6.7,3.26,0.41,2.66,2.52,1.65,,5.98,,4.57,,1.15,,1.66,,-3.44,,
 南港,2101,,7.83,5.57,1.43,6.98,5.44,3.52,0.8,2.94,2.86,3.05,1.23,4.17,2.67,0.43,-0.16,2.04,3.32,1.08
 泰豐,2102,,0.1,1.14,1.1,5.51,4.34,2.24,0.99,4.47,3.59,2.87,1.72,7.17,6.47,4.47,2.15,5,4.46,2.95
 台橡,2103,,5.9,4.37,1.36,3.32,2.92,3.49,1.22,6.97,5.25,3.61,1.53,9.66,8.51,7.94,4.02,16.38,12.75,8.7
 中橡,2104,,5.57,2.87,1.58,3.75,2.89,1.41,0.86,12.78,12.67,2.06,1.03,3.56,3.11,1.25,1.1,8.36,7.75,4.55
 正新,2105,,12.53,9.16,4.41,14.38,10.86,7.63,3.65,19.19,14.59,9.18,4.54,26.21,19.97,13.45,6.42,27.6,19.83,12.67
 建大,2106,,10.64,7.11,2.93,16.56,12.96,7.17,2.8,19.89,15.35,10.41,4.93,21.44,16.74,11.52,5.33,19.13,13.26,7.86
 厚生,2107,,1.21,0.58,0.21,6.34,4.8,2.72,2.64,27.67,24.61,17.88,3.18,19.2,15.93,11.63,2.52,14.48,11.05,7.18
 南帝,2108,,9.28,7.55,3.21,18.04,13.97,8.82,3.71,4.29,2.35,0.84,0.46,5.68,4.42,4.28,2.7,6.54,4.33,3.13
 華豐,2109,,4.67,2.92,2.34,5.49,4.51,3.41,1.68,18.59,6.96,4.13,2.22,12.05,9.31,5.22,2.1,-2.25,0.81,0.21
 鑫永銓,2114,,11.05,8.09,3.48,19.19,15.26,8.71,4.27,24.3,18.13,11.71,5.39,23.26,17.79,12.09,6.13,26.8,20.26,12.77
 六暉-KY,2115,,11.36,7.44,3.15,12.79,9.92,6.69,3.08,13.84,10.7,7.32,3.04,7.47,5.57,4.33,2.7,7.02,,
 裕隆,2201,,2.58,1.68,0.96,4.86,3.36,2.62,1.63,3.57,3.84,1.93,1.21,3.04,3.6,3.06,1.77,4.67,4.38,3.36
 中華,2204,,5.94,4.22,2.19,6.74,5.47,4.03,2.05,5.6,4.8,3.39,1.79,5.76,4.03,2.83,1.07,5.1,4.8,3.41
 三陽工業,2206,,-1.14,0.53,0.16,17.23,19.13,2.22,0.33,-2.25,-1.63,0.63,-1.01,-3.32,0.53,0.76,0.05,2.55,3.19,2.04
 和泰車,2207,,19.6,13.73,6.28,25.06,20.14,14.71,7.64,25.94,20.75,14.14,6.34,23.7,18.29,12.26,6.49,25.59,20.52,14.49
 台船,2208,,-6.17,0.21,0.3,3.42,2.04,1.44,0.93,3.31,1.77,0.98,0.39,3.2,2.78,2.44,1.3,5.03,4.11,2.63
 大甲,2221,,6.36,3.22,1.88,11.87,6.61,3.63,0.75,5.26,3.88,2.94,0.52,0.87,1.54,2.29,0.74,5.03,5.54,3.1
 裕日車,2227,,15.8,11.47,4.89,17.04,13.5,10.33,3.76,25.11,16.19,10.62,4.63,31.98,23.4,14.8,5.93,24.51,19.74,14.58
 劍麟,2228,,15.07,10.58,5.25,20.9,15.89,9.87,5.32,19.9,15.49,9.97,5.4,17.39,15.55,10.44,5.09,16.77,,8.34
 泰茂,2230,,-0.27,-0.71,0.27,3.06,2.93,0.81,0.77,5.34,1.83,1.42,0.61,3.19,2.12,1.43,1.22,6.79,5.01,2.93
 為升,2231,,30.39,21.76,9.81,49.55,39.65,25.12,12.17,43.72,32.34,21.26,9.45,27.61,19.93,14.25,6.21,21.74,16.36,10.78
 宇隆,2233,,9.29,5.99,2.58,11.39,8.29,5.63,2.62,15.52,12.64,11.88,5.29,24.06,17.83,11.69,5.11,17.53,12.08,8.34
 謚源,2235,,13.5,9.03,4.16,21.03,16.82,10.18,4.85,20.24,17.28,11.98,6.09,18.76,14.2,8.6,,11.69,,5.47
 百達-KY,2236,,8.45,6.94,3.49,6.26,3.8,1.04,0.92,11.73,9.88,3.69,2.78,,,,,,,
 英利-KY,2239,,13.07,9.43,4.12,16.79,10.38,7.31,3.84,20.81,,,,,,,,,,
 光寶科,2301,,8.65,4.64,2.08,9.21,6.14,4.12,2.13,7.17,5.41,4.49,1.79,10.54,7.79,5,2.14,10.64,7.68,4.81
 麗正,2302,,0.95,1.08,0.51,0.29,0.12,-0.92,-0.91,7.05,-0.97,-1.6,-1.2,1.62,-0.98,0.1,-1.03,-10.88,-3.47,-2.33
 聯電,2303,,1.52,0.74,0.03,5.66,4.35,3.76,1.72,5.25,3.27,2.08,0.52,5.81,5.54,3.93,3.06,2.82,2.44,1.8
 全友,2305,,17.04,17.37,16.94,14.63,1.08,3.04,1.83,11.24,8.71,-0.07,0.29,2.7,-3.94,-2.08,-1.17,-2.63,-3.36,-3.07
 台達電,2308,,11.2,6.7,3.1,16.22,13.51,7.82,3.68,19.98,15.67,10.17,4.46,18.35,13.83,9.11,4.04,19.97,14.15,9.03
 日月光,2311,,8.83,5.65,2.57,12.51,9.38,5.43,2.95,17,12.29,6.94,2.74,13.57,9.36,5.6,2.08,12.62,8.54,5.19
 金寶,2312,,6.65,5.07,2.6,7.85,6.51,5.59,2.34,14.6,12.08,8.64,3.3,-27.5,-27.23,2.59,1.55,0.67,0.99,-0.26
 華通,2313,,3.77,1.42,1.26,14.46,9.67,4.95,2.38,11.07,6.9,3.65,1.95,11.51,7.51,3.98,1.8,5.6,3.23,1.6
 台揚,2314,,5.82,4.05,2.57,2.06,1.03,-6.59,0.27,-24.2,-16.34,-13.17,-6.88,-31.68,-18.72,-11.61,-8.08,-33.19,-28.08,-21.14
 楠梓電,2316,,-1.42,-0.46,-0.43,56.97,57.63,55.26,5.26,5.84,3.94,2.98,1.37,4.71,3.76,1.7,0.82,6.56,5.08,3.03
 鴻海,2317,,7.69,4.38,2.58,14.69,9.59,5.9,3.15,14.8,8.76,4.93,2.42,14.44,8.93,4.72,2.34,14.16,8.82,4.13
 東訊,2321,,11.32,8.02,1.75,-16.33,-12.65,-8.98,0.44,-6.2,0.61,6.63,1.3,6.57,5.78,4.02,-7.54,-53.84,-48.18,-23.12
 中環,2323,,-4.54,-2.71,-1.61,-10.97,-4.96,-2.91,-1.63,-5.98,-4.72,-3.29,-1.75,-11.57,-5.47,-3.41,-1.63,-2.42,0.13,-0.01
 仁寶,2324,,5.69,3.51,1.59,8.35,6.18,3.37,1.88,7.32,3.08,0.36,-2.16,2.7,0.29,2.49,1.19,6.32,5.03,3.51
 矽品,2325,,10.53,6.61,2.24,12.28,12.7,8.99,3.55,17.45,13.36,8.51,3.27,9.67,6.07,2.46,-0.49,9.48,6.89,4.08
 國巨,2327,,10.95,7.28,3.24,14.4,11.43,6.7,3.62,14.15,11.54,5.65,2.82,4.71,3.35,1.67,0.59,3.2,3.04,1.75
 廣宇,2328,,8.99,7.94,0.19,4.08,3.29,0.02,-0.66,3.24,2.84,1.03,0.09,4.29,2.36,1.4,0.66,5.23,3.07,1.4
 華泰,2329,,7.9,6.68,3.64,18.86,13.14,9.44,4.68,14.03,9.28,4.89,2.21,-4.31,-4.53,-4.69,-2.79,1.43,1.84,2.23
 台積電,2330,,18.68,11.35,5.18,27.02,21.27,14.99,7.28,27.85,20.37,12.46,5.48,23.94,18.76,12.43,5.3,24.45,19.02,11.91
 精英,2331,,-9.07,-12.62,1.02,7.25,7.27,4.37,2.13,7.52,6.52,4.33,1.53,18.52,5.67,3.24,1.11,1.78,1.46,1.26
 友訊,2332,,-10.06,-6.39,-1.92,-15.06,-6.85,-2.71,-1.75,0.83,0.33,1.19,0.62,4.96,2.7,0.2,0.95,5.68,3.76,1.71
 旺宏,2337,,-5.27,-9,-4.96,-20.45,-11.82,-7.21,-1.58,-25.23,-15.66,-11.32,-4.56,-19.96,-14.9,-11.94,-6.14,-14.26,-9.39,-6.27
 光罩,2338,,-4.14,-2.32,-1.62,-3.44,-3.43,-4.15,0.04,1.44,1.16,1.02,0.66,1.62,0.86,0.46,-0.05,3.94,3.84,2.23
 光磊,2340,,8.78,5.11,1.49,7.5,5.45,3.4,1.42,7.58,5.82,3.99,1.75,5.88,4.55,2.86,1.33,4.7,3.85,2.4
 茂矽,2342,,-13.7,-13.65,-10.89,-67.16,-59.04,-55,-26.31,-17.93,-11.72,-2.79,1.8,-37.62,-26.93,-21.33,-5.67,-24.49,-10.98,-4.34
 華邦電,2344,,5.41,3.78,1.98,8.75,6.68,4.81,2.62,8.54,5.79,3.21,1.1,0.82,0.62,0.23,-0.99,-4.54,-3,-2.27
 智邦,2345,,16.48,10.93,4.78,14.82,9.31,4.52,1.44,8.78,5.74,4.88,2.62,7.83,5.72,3.78,0.95,12.24,9.59,4.74
 聯強,2347,,8.59,5.64,2.87,7.59,6.54,5.91,2.63,11.74,8.8,5.31,2.35,12.91,9.73,6.37,2.46,13.89,10.64,7.37
 海悅,2348,,0.94,0.7,0.48,8.29,8.22,4.15,4.2,39.58,43.25,38.87,29.13,92.48,55.97,30.86,-5.82,"-2,118.26","-2,290.36","-2,359.29"
 錸德,2349,,-6.66,-4.69,-2.51,-10.57,-5.94,-3.28,-3.4,-15.39,-10.61,-7.84,-3.66,-12.73,-7.33,-4.86,-2.4,-7.66,-4.23,-2.96
 順德,2351,,11.25,7.18,3.23,12.53,10.2,6.05,3.11,16.73,12.46,7.22,3.19,13.19,10.4,6.22,2.4,8.49,7.83,4.51
 佳世達,2352,,7.65,3.75,1.36,7.2,6.62,4.84,2.15,12.24,9.36,5.38,1.68,6.42,2.63,0.11,-3.73,-14.43,-9.09,-3.25
 宏,2353,,1.3,0.9,0.07,0.95,0.58,0.28,0.28,3.06,1.99,0.86,0,-31.46,-18.89,0.23,0.68,-3.86,0.59,0.49
 鴻準,2354,,8.91,5.56,2.68,14.08,10.29,7.07,3.57,12.4,6,2.42,0.47,10.76,6.44,4.75,3.37,14.44,8.78,0.95
