CompanyName,Q32016,Q22016,Q12016,Q42015,Q32015,Q22015,Q12015,Q42014,Q32014,Q22014,Q12014,Q42013,Q32013,Q22013,Q12013,Q42012,Q32012,Q22012,Q12012
6229 研通,471691 ,465659 ,460607 ,465302 ,467067 ,445296 ,476251 ,481998 ,464248 ,450678 ,481636 ,466749 ,457498 ,452563 ,438447 ,432231 ,432652 ,426119 ,434926 
6230 超眾,3544641 ,3449481 ,3700698 ,3494344 ,3349442 ,3044445 ,3314836 ,3202795 ,3013882 ,2805590 ,2943365 ,2842068 ,2680532 ,2566823 ,2682081 ,2505405 ,2381401 ,2262196 ,2252461 
6231 系微,602581 ,624586 ,677210 ,696821 ,690947 ,678338 ,670544 ,668036 ,648197 ,635203 ,644395 ,662159 ,637792 ,635488 ,681423 ,740900 ,736324 ,703853 ,950385 
6233 旺玖,921831 ,945935 ,966278 ,980425 ,1022155 ,1038315 ,1069219 ,1078506 ,1146079 ,1212805 ,1212394 ,1239486 ,1208547 ,1233353 ,1237905 ,1203301 ,1287872 ,1285213 ,1308671 
6234 高僑,2255222 ,2262118 ,2345705 ,2336514 ,2173026 ,2149526 ,2123541 ,2107993 ,2072341 ,2047810 ,2053392 ,2046584 ,2087301 ,2132177 ,2168592 ,2178345 ,2322176 ,2373426 ,2414305 
6235 華孚,1392238 ,1369838 ,1340626 ,1318003 ,1275938 ,1247846 ,1235138 ,1254590 ,1222806 ,1278106 ,1367922 ,1402557 ,1368154 ,1488004 ,1505090 ,1459197 ,1562132 ,1647388 ,1670237 
6236 康呈,199512 ,213426 ,220577 ,225418 ,227255 ,241532 ,256168 ,265788 ,271642 ,278424 ,267449 ,253849 ,245738 ,252432 ,13483 ,16002 ,19316 ,24984 ,30694 
6237 驊訊,1595992 ,1588074 ,1584219 ,1556097 ,1474748 ,1420326 ,1415634 ,1423494 ,1415374 ,1426045 ,1511291 ,1500897 ,1456465 ,1323700 ,1383217 ,1380109 ,1447740 ,1468128 ,1486811 
6238 勝麗,1175276 ,1081240 ,1217182 ,1036366 ,801379 ,654663 ,616568 ,545999 ,476922 ,242059 ,209422 ,166159 ,141668 ,121770 ,82701 ,72344 ,63983 ,56655 ,52576 
6239 力成,42502227 ,40963743 ,43056430 ,41956054 ,40228000 ,38838814 ,40657606 ,39541966 ,38303195 ,37042157 ,38015898 ,37061276 ,42173409 ,41794035 ,43460005 ,42718437 ,42113510 ,41765119 ,36840000 
6240 松崗,304067 ,274632 ,273033 ,286359 ,297398 ,266575 ,267986 ,249100 ,238523 ,231212 ,218446 ,230984 ,111497 ,100932 ,111167 ,108699 ,114059 ,100808 ,106574 
6241 易通展,227405 ,243376 ,247825 ,249997 ,248292 ,247244 ,297882 ,310223 ,308464 ,290605 ,322220 ,306976 ,304029 ,304383 ,344477 ,322775 ,307467 ,294058 ,264816 
6242 立康,317294 ,308356 ,290340 ,280294 ,263061 ,255388 ,235291 ,227442 ,251158 ,68870 ,25864 ,24289 ,34310 ,45556 ,73300 ,85116 ,99303 ,105013 ,113855 
6243 迅杰,747733 ,783396 ,814884 ,838213 ,864788 ,867010 ,916324 ,964609 ,978741 ,999948 ,1006722 ,1016539 ,1053459 ,1071761 ,1117811 ,1128811 ,1191752 ,1217006 ,1238367 
6244 茂迪,14378399 ,15514905 ,15311141 ,14522803 ,13863756 ,13637242 ,12592225 ,13111786 ,13481994 ,14123674 ,14361438 ,14225192 ,13765019 ,13406199 ,13328744 ,13903647 ,14986263 ,15803940 ,18015630 
6245 立端,2498828 ,2291475 ,2411659 ,2303499 ,2222224 ,2091640 ,2099419 ,2040592 ,1877734 ,1789174 ,1824638 ,1660942 ,1494010 ,1425053 ,1366299 ,1302679 ,1240374 ,1175654 ,1125213 
6246 臺龍,125984 ,129957 ,131840 ,112051 ,104497 ,92431 ,78782 ,156030 ,400220 ,651479 ,860139 ,1010177 ,1195701 ,1311487 ,1400101 ,1412818 ,1631395 ,1710788 ,1844506 
6247 淇譽電,855029 ,874808 ,904379 ,930885 ,928811 ,857414 ,849180 ,842531 ,785652 ,769066 ,775405 ,778273 ,821060 ,820868 ,844611 ,840971 ,807359 ,823292 ,859774 
6248 沛波,345499 ,350117 ,352162 ,341099 ,315846 ,298382 ,135875 ,131862 ,119507 ,119985 ,106017 ,112517 ,124691 ,53973 ,66700 ,90625 ,102707 ,219690 ,272328 
6251 定穎,4262835 ,4431350 ,4505681 ,4599558 ,4681685 ,4593607 ,4710020 ,4824587 ,4669817 ,4489739 ,4439007 ,4429412 ,4467462 ,4531786 ,4529164 ,4693161 ,5038147 ,4989243 ,4949974 
6257 矽格,7849284 ,7961667 ,8386073 ,7912163 ,7745946 ,7584849 ,8219733 ,8067404 ,7871009 ,7589134 ,7936810 ,7702123 ,7408346 ,7152101 ,7707748 ,7610805 ,7265875 ,6995978 ,7340071 
6259 百徽,153850 ,169491 ,185442 ,593707 ,613841 ,642388 ,689664 ,616271 ,469764 ,407589 ,426931 ,436862 ,443040 ,462977 ,459727 ,468486 ,490399 ,494291 ,496820 
6261 久元,5693684 ,5675864 ,6039032 ,5956890 ,5866762 ,5780828 ,6383985 ,6295140 ,6037144 ,5398654 ,5605391 ,5436784 ,5262500 ,5162439 ,5496790 ,5317488 ,5295005 ,5098657 ,5456007 
6263 普萊德,1132319 ,1073576 ,1233984 ,1170368 ,1102619 ,1035867 ,1170950 ,1107974 ,1032829 ,977153 ,1072322 ,1019154 ,953814 ,897509 ,969524 ,937098 ,893938 ,855858 ,898617 
6264 富裔,1001853 ,708395 ,740123 ,777092 ,799006 ,831142 ,858304 ,886905 ,931007 ,971032 ,997544 ,993650 ,898487 ,891743 ,912909 ,1050815 ,1015612 ,1018209 ,1018733 
6265 方土昶,1522783 ,1553757 ,1613824 ,1633014 ,1636016 ,1544128 ,1660816 ,1665077 ,1609571 ,1579696 ,1622997 ,1600927 ,1587826 ,1582983 ,1558868 ,1509989 ,1523876 ,1508327 ,1498978 
6266 泰詠,1350699 ,1365040 ,1442962 ,1415507 ,1371059 ,1328516 ,1337420 ,1309391 ,1264801 ,1232377 ,1245114 ,1224518 ,1173138 ,1168239 ,1157642 ,1165252 ,1160032 ,1159426 ,1165251 
6269 台郡,13921986 ,13041597 ,14105508 ,15199975 ,14101865 ,11819118 ,9888711 ,9006851 ,8255720 ,7798023 ,8333078 ,8117038 ,7284610 ,6719828 ,6818532 ,6414345 ,5725045 ,5162277 ,5179327 
6270 倍微,1226673 ,1241987 ,1228220 ,1248655 ,1259778 ,1248560 ,1355693 ,1379977 ,1373925 ,1351428 ,1370962 ,1320230 ,1325144 ,1338903 ,1452222 ,1489609 ,1731194 ,1806680 ,2264950 
6271 同欣電,9825929 ,9629706 ,10340273 ,10136784 ,9884883 ,9413314 ,10222867 ,10027127 ,9647597 ,9128956 ,9862130 ,9518242 ,9117223 ,8624062 ,9098253 ,8900744 ,8360867 ,7976685 ,8429152 
6274 台燿,6308041 ,6240520 ,6471208 ,6291499 ,6194230 ,5882955 ,6124367 ,5997078 ,5640668 ,5374570 ,5528301 ,5353234 ,5144480 ,5001291 ,4981013 ,4777149 ,4681356 ,4581176 ,4573369 
6275 元山,741007 ,707025 ,699665 ,688630 ,695792 ,686556 ,681634 ,653405 ,646201 ,621583 ,585192 ,591394 ,582662 ,587451 ,581723 ,582724 ,570146 ,574006 ,575495 
6276 安鈦克,332802 ,341013 ,385926 ,408191 ,413804 ,439982 ,493983 ,502730 ,492423 ,487143 ,514768 ,493995 ,486267 ,488122 ,503421 ,485715 ,466888 ,454980 ,438135 
6277 宏正,3494109 ,3295440 ,3746367 ,3550025 ,3401548 ,3155116 ,3695066 ,3553928 ,3338263 ,3135871 ,3556895 ,3381384 ,3175090 ,2965521 ,3165956 ,3033487 ,2911634 ,2834171 ,3122197 
6278 台表科,11203055 ,11458105 ,11864042 ,11946359 ,11942977 ,10906269 ,11337169 ,11240540 ,10419164 ,13703817 ,14199445 ,13804886 ,13319635 ,13099891 ,13138013 ,12256048 ,12055835 ,11904139 ,12021544 
6279 胡連,3883143 ,3747156 ,4152394 ,4020383 ,3856172 ,3576384 ,3947288 ,3783094 ,3460857 ,3255784 ,3709600 ,3513533 ,2577876 ,2495888 ,2626563 ,2450671 ,2307288 ,2232988 ,2391980 
6281 全國電,2336644 ,2244266 ,2470782 ,2264307 ,2214864 ,2128017 ,2385441 ,2237956 ,2170615 ,2060810 ,2290043 ,2155263 ,2066896 ,2000684 ,2353015 ,2293440 ,2353251 ,2238121 ,2493271 
6282 康舒,8434088 ,8394252 ,9071774 ,8936505 ,8847624 ,8663457 ,9428918 ,9310397 ,8946156 ,8626111 ,9277952 ,9052949 ,8664997 ,8369274 ,8750877 ,8492585 ,8218875 ,7896085 ,7897662 
6283 淳安,824716 ,812102 ,818400 ,819879 ,827419 ,815811 ,817926 ,814796 ,910390 ,1115615 ,1037420 ,1076049 ,1204091 ,1252613 ,1232547 ,986774 ,1093854 ,1123541 ,1120416 
6284 佳邦,2669330 ,2636608 ,2759508 ,2827381 ,2760113 ,2775088 ,2940377 ,3028068 ,2955443 ,2897767 ,2732172 ,2582396 ,2498673 ,2486167 ,2469312 ,2472754 ,2626972 ,2641952 ,3247791 
6285 啟,12601204 ,12011112 ,12887805 ,12392459 ,11992136 ,11174419 ,11676650 ,11235498 ,10666574 ,10199258 ,10786008 ,10522605 ,10135111 ,9572884 ,9820493 ,9487627 ,9245355 ,8921062 ,9614039 
6287 元隆,65896 ,64802 ,133824 ,220484 ,325515 ,394671 ,476717 ,543049 ,594391 ,664014 ,575044 ,442952 ,561343 ,631418 ,631334 ,743469 ,732635 ,789721 ,833878 
6289 華上,292989 ,352847 ,395268 ,414490 ,516427 ,571694 ,636797 ,685625 ,948476 ,1015211 ,1032808 ,1088171 ,1416535 ,1502537 ,1580327 ,1762991 ,1907651 ,1896136 ,2098045 
6290 良維,3648537 ,3618767 ,3839454 ,3758659 ,3604347 ,3462132 ,3759188 ,3757613 ,3518230 ,3354759 ,3348519 ,3169034 ,2992046 ,2979369 ,3166248 ,3067130 ,3031571 ,3032183 ,3156606 
6291 沛亨,42329 ,42125 ,41347 ,40438 ,51154 ,63036 ,67440 ,78881 ,92641 ,96546 ,94651 ,105593 ,119352 ,135978 ,152034 ,165199 ,184926 ,199846 ,220778 
6292 迅德,926849 ,895894 ,963372 ,939871 ,938574 ,898071 ,1008234 ,985781 ,901584 ,868721 ,986089 ,963469 ,929994 ,895683 ,980703 ,931197 ,892733 ,859567 ,896822 
6294 智基,420397 ,374222 ,356945 ,296488 ,264933 ,246998 ,195042 ,171986 ,173091 ,172496 ,168836 ,166715 ,162491 ,168687 ,164293 ,159392 ,156092 ,144605 ,135688 
6298 崴強,2643658 ,2615577 ,2785666 ,2834376 ,2895266 ,2753796 ,3089510 ,3005311 ,2832712 ,2753657 ,3086733 ,2975195 ,2769901 ,2677587 ,2960519 ,2836008 ,2781570 ,2629187 ,2655919 
6404 通訊-KY,1252043 ,1331400 ,1445462 ,1474068 ,1506778 ,1424094 ,1512759 ,1506469 ,1437365 ,748496 ,745406 ,727177 ,616086 ,592960 ,372623 ,330563 ,,,
6405 悅城,1847891 ,1857995 ,1871876 ,1890949 ,1963751 ,1917854 ,2046130 ,2035702 ,1954871 ,1835029 ,1930040 ,1857167 ,1455701 ,1334187 ,1329315 ,1220233 ,,744533 ,
6409 旭隼,3891481 ,3613346 ,4376121 ,4068355 ,3759325 ,3253561 ,3693823 ,3405101 ,3087971 ,2775543 ,3040005 ,1977915 ,1789883 ,1377962 ,1605778 ,1427863 ,,1160584 ,
6411 晶焱,1427463 ,1360989 ,1402769 ,1351401 ,1255602 ,1184841 ,1266134 ,1252626 ,1228041 ,1168650 ,1235710 ,955135 ,862106 ,813397 ,851783 ,839785 ,,788829 ,
6412 群電,7023123 ,6394387 ,6774855 ,6624462 ,6098029 ,5859515 ,6711778 ,6628304 ,6319154 ,5984643 ,6218607 ,6001828 ,4811220 ,4479141 ,4816673 ,4642020 ,,4030624 ,
6414 樺漢,7539147 ,5047115 ,4969158 ,4462196 ,3889527 ,3506808 ,3791542 ,3585326 ,2012818 ,1833366 ,2045189 ,1185850 ,1089922 ,997738 ,965485 ,886049 ,,651005 ,
6415 矽力-KY,6499934 ,5001446 ,4813730 ,4607852 ,4171728 ,3663134 ,3692210 ,3511516 ,3134956 ,2864165 ,2863597 ,2692346 ,1451768 ,1336773 ,1177254 ,1034747 ,,,
6417 韋僑,681417 ,655967 ,690354 ,676418 ,532326 ,499571 ,505820 ,498251 ,483755 ,469148 ,467558 ,453680 ,,443895 ,,386914 ,,359112 ,
6419 京晨科,363088 ,361959 ,373337 ,394645 ,412003 ,403336 ,394039 ,393192 ,255218 ,242361 ,360890 ,345206 ,330013 ,300783 ,328516 ,286819 ,,120883 ,
6422 君耀-KY,1295884 ,1266734 ,1358482 ,1315352 ,1291528 ,1186646 ,1255619 ,1221165 ,892627 ,826535 ,819767 ,776321 ,605577 ,646421 ,592464 ,573149 ,,,
6426 統新,578226 ,567744 ,592835 ,587386 ,611950 ,586315 ,622792 ,600397 ,479374 ,454966 ,474266 ,429375 ,413879 ,402092 ,374693 ,345975 ,,,
6431 光麗-KY,698105 ,763545 ,880553 ,919577 ,1074267 ,1043819 ,1221300 ,1263766 ,1044326 ,1017931 ,1073894 ,1037640 ,1138386 ,1083706 ,,941106 ,,,
6432 今展科,414380 ,413750 ,455431 ,440971 ,432362 ,394925 ,346714 ,338554 ,312974 ,286647 ,,286891 ,,,,246957 ,,,
6435 大中,591151 ,560285 ,637525 ,541918 ,486436 ,461200 ,535693 ,516677 ,498452 ,465983 ,,469933 ,,426388 ,,385510 ,,,
6442 光聖,2221366 ,2199040 ,2320508 ,2270540 ,2204550 ,1789481 ,1869772 ,1808984 ,1680986 ,1584549 ,1646608 ,1588900 ,,1575030 ,,1488496 ,,1810023 ,
6443 元晶,4683916 ,4886960 ,3924375 ,3729428 ,3563664 ,2991774 ,3057974 ,3021543 ,,2882218 ,,2661822 ,,2369194 ,,2391675 ,,2533064 ,
6446 藥華醫,4479067 ,1266618 ,1283718 ,689561 ,961534 ,1145801 ,1338206 ,1468565 ,1675418 ,1816274 ,,2129611 ,,778598 ,,548941 ,,,
6449 鈺邦,1253267 ,1231361 ,1311971 ,1294963 ,1281675 ,1242990 ,1327605 ,1290487 ,986099 ,925908 ,944798 ,876033 ,,774334 ,,749585 ,,709827 ,
6451 訊芯-KY,5766118 ,5831979 ,6293311 ,6168131 ,5974896 ,5480688 ,6133747 ,4319167 ,3815291 ,3747064 ,3621380 ,3220976 ,,,,4908679 ,,,
6452 康友-KY,5141745 ,5088312 ,5609024 ,5414892 ,5037786 ,4593506 ,5154474 ,3143835 ,2845114 ,2576281 ,2475032 ,2271533 ,2033532 ,1907578 ,,1684760 ,,,
6456 GIS-KY,11136943 ,10454603 ,11642522 ,11470383 ,10531366 ,9138692 ,6826270 ,7425237 ,6663965 ,5946047 ,5691208 ,5571119 ,5049847 ,,,2764244 ,,,
6457 紘康,467886 ,452055 ,492324 ,480854 ,467529 ,440318 ,384375 ,370137 ,357624 ,340105 ,328570 ,322299 ,,,,279249 ,,,
6462 神盾,1313616 ,1284637 ,1305875 ,1349930 ,661346 ,607139 ,636393 ,664292 ,730049 ,797333 ,856535 ,232397 ,,,,277746 ,,,
6464 台數科,6376259 ,6251699 ,7144675 ,7349357 ,5553283 ,5326349 ,5843656 ,5587279 ,5399651 ,5136969 ,,5191097 ,,,,3466137 ,,,
6465 威潤,404940 ,398816 ,407841 ,451133 ,289912 ,270834 ,265182 ,250926 ,253589 ,241142 ,,164168 ,,87241 ,,62606 ,,,
6469 大樹,709060 ,682457 ,713193 ,541345 ,506012 ,486256 ,490659 ,483653 ,,430432 ,,286812 ,,198754 ,,188735 ,,,
6470 宇智,572828 ,542499 ,622142 ,595594 ,470050 ,399841 ,444507 ,403001 ,345743 ,313258 ,291314 ,279920 ,,,,225321 ,,,
6477 安集,1314935 ,1381622 ,1266702 ,1262161 ,1099215 ,1065639 ,974237 ,960138 ,,720099 ,,680961 ,,472772 ,,456691 ,,,
6482 弘煜科,360737 ,356641 ,267515 ,257934 ,250379 ,239446 ,221330 ,213903 ,,144523 ,,137855 ,,,,102572 ,,,
6485 點序,921769 ,876421 ,862454 ,802809 ,672825 ,633006 ,676775 ,654036 ,,382017 ,,284492 ,,190364 ,,108619 ,,,
6486 互動,964808 ,794683 ,888826 ,864488 ,779807 ,770068 ,929289 ,885530 ,,771913 ,,856242 ,,719291 ,,768432 ,,,
6488 環球晶,16948550 ,16565985 ,17246310 ,16724597 ,16464768 ,13894086 ,15606317 ,13200814 ,12856000 ,12529848 ,13934738 ,13421847 ,,,,13178079 ,,,
6494 九齊,432581 ,415666 ,363669 ,351485 ,339346 ,314692 ,344231 ,348413 ,,322511 ,,281838 ,,255214 ,,227075 ,,,
6496 科懋,1192194 ,1122370 ,1207471 ,821950 ,751110 ,715413 ,786903 ,751451 ,,684647 ,,716653 ,,641257 ,,535927 ,,,
6499 益安,1657659 ,779260 ,827665 ,874649 ,921165 ,963973 ,303628 ,332308 ,,370912 ,,401468 ,,,,,,,
6504 南六,2591643 ,2544846 ,2766782 ,2663459 ,2629354 ,2389484 ,2471621 ,2345258 ,2153307 ,2001443 ,2092298 ,1996551 ,1849685 ,1736426 ,1313140 ,1227960 ,1166773 ,987745 ,
6505 台塑化,278644429 ,262442740 ,276431311 ,266723714 ,248725674 ,247868453 ,241533868 ,239641223 ,244502399 ,245790116 ,247754784 ,240371787 ,233191028 ,227453864 ,220086016 ,206867655 ,203326814 ,194597293 ,231792796 
6506 雙邦,1163227 ,1136189 ,1139078 ,1052242 ,1035799 ,1029086 ,873976 ,830537 ,828267 ,824078 ,813097 ,782651 ,779928 ,764214 ,759279 ,763596 ,776114 ,783020 ,795672 
6508 惠光,2022707 ,2012623 ,2077722 ,2039199 ,2044951 ,1971228 ,2053157 ,2014262 ,1955200 ,1883238 ,1919183 ,1851151 ,1805546 ,1776813 ,1803179 ,1659399 ,1650760 ,1584711 ,1654452 
6509 聚和,2496171 ,2548295 ,2654845 ,2658788 ,2683281 ,2586576 ,2701385 ,2688572 ,2617664 ,2560849 ,2654355 ,2608403 ,2624420 ,2638945 ,2626844 ,2627031 ,2656261 ,2680722 ,2660098 
6510 精測,2577725 ,2376492 ,2408698 ,1122677 ,1004535 ,861963 ,840314 ,770488 ,,335947 ,,313891 ,,277646 ,,259446 ,,,
6512 啟發電,498974 ,485144 ,544416 ,439671 ,410013 ,384737 ,,401060 ,,282300 ,,254771 ,,192963 ,,185427 ,,,
6514 芮特-KY,484901 ,492117 ,530985 ,537974 ,458964 ,414078 ,404279 ,394880 ,383341 ,,,371356 ,,,,302345 ,,,
6523 達爾膚,1951030 ,1879545 ,1022232 ,955737 ,865237 ,783822 ,934471 ,897593 ,,,,473802 ,,,,223363 ,,,
6525 捷敏-KY,2683325 ,2625582 ,2292965 ,2177894 ,2029183 ,1838395 ,1708364 ,1623796 ,1502215 ,1298600 ,,1065985 ,,,,,,,
6531 愛普,2325869 ,2311559 ,1889201 ,1752164 ,1571363 ,1395464 ,,1378100 ,,,,950828 ,,,,439000 ,,,
6532 瑞耘,420802 ,346196 ,383104 ,375460 ,371227 ,360059 ,,370257 ,,,,330726 ,,,,292081 ,,,
6535 順藥,933194 ,451038 ,496658 ,548348 ,585259 ,678066 ,,706298 ,,,,534438 ,,,,588588 ,,,
6538 倉和,1152716 ,1164361 ,1265505 ,1217066 ,1141801 ,1075385 ,,1099097 ,,,,828819 ,,,,539911 ,,,
6542 隆中,947323 ,471352 ,451212 ,405033 ,350201 ,299225 ,,237813 ,,,,44260 ,,,,10209 ,,,
6548 長華科,954502 ,646314 ,704792 ,685425 ,662282 ,646648 ,,673864 ,,,,270589 ,,,,99095 ,,,
6603 富強鑫,1903704 ,1924255 ,1937957 ,1901004 ,1948304 ,1923419 ,1965755 ,1952922 ,1869218 ,1805077 ,1843992 ,1841923 ,1827006 ,1800497 ,1780186 ,1745815 ,1774123 ,1783646 ,1809392 
6605 帝寶,11638957 ,11549887 ,11723079 ,11340083 ,10916059 ,10166404 ,10657258 ,10396111 ,9824024 ,9393414 ,9764744 ,9316283 ,8913482 ,8704656 ,8819114 ,8354367 ,8082051 ,7848885 ,7781723 
6609 瀧澤科,1822936 ,1827681 ,1916388 ,1904236 ,1864234 ,1766552 ,1882507 ,1856064 ,1784768 ,1691111 ,1732491 ,1656446 ,1591125 ,1520694 ,1537758 ,1503795 ,1476263 ,1444491 ,1479530 
6702 興航,5767576 ,5716490 ,6475583 ,6858387 ,7758994 ,8059610 ,8279326 ,8238341 ,7623886 ,7476264 ,7431023 ,7373213 ,7164568 ,7063784 ,7158306 ,7272242 ,7402022 ,7266651 ,7322828 
6803 崑鼎,5076204 ,4767431 ,5602071 ,4911648 ,4733668 ,4434814 ,4920488 ,4684791 ,4485536 ,4236376 ,4628178 ,4444736 ,4229676 ,3848402 ,4215427 ,3287601 ,3095314 ,2822497 ,3164012 
7402 邑錡,316597 ,309370 ,344142 ,339321 ,212570 ,203898 ,197072 ,186935 ,,130685 ,,131798 ,,42271 ,,45388 ,,,
8011 台通,3441979 ,3444182 ,3447791 ,3465968 ,3472308 ,3555701 ,3589053 ,3181476 ,3095353 ,3085302 ,2517130 ,2366163 ,2073121 ,2044755 ,1812858 ,1452569 ,1397618 ,1211356 ,1246711 
8016 矽創,4656513 ,4328563 ,4657389 ,4369547 ,4130102 ,3812708 ,4278636 ,4089758 ,3820593 ,3652090 ,3847264 ,3665000 ,3527304 ,3434625 ,3617952 ,3587541 ,3490545 ,3402567 ,3503478 
8021 尖點,4600587 ,4655478 ,4914648 ,4906925 ,4870746 ,4668568 ,4804674 ,4783116 ,4499719 ,4317575 ,4423800 ,4316900 ,4206624 ,4156815 ,4125490 ,3991312 ,3890754 ,3870548 ,3878606 
8024 佑華,685783 ,688204 ,683664 ,698009 ,698237 ,699499 ,716047 ,722123 ,704053 ,697993 ,725990 ,715830 ,713830 ,704756 ,724604 ,735066 ,742466 ,781147 ,772018 
8027 鈦昇,755350 ,788349 ,847503 ,903373 ,903764 ,906934 ,831153 ,814607 ,689960 ,581568 ,571674 ,584438 ,,496848 ,,462684 ,,445705 ,
8032 光菱,1414076 ,1400471 ,1444012 ,1418673 ,1405359 ,1330722 ,1428327 ,1414743 ,1356992 ,1314096 ,1375231 ,1319275 ,1275529 ,1228704 ,1227295 ,1195617 ,1168384 ,1132089 ,1164102 
8033 雷虎,1000052 ,947229 ,968780 ,986369 ,1104547 ,1119184 ,1100385 ,959718 ,1027510 ,1072013 ,799737 ,814744 ,687850 ,721552 ,701734 ,649313 ,674428 ,719177 ,747336 
8034 榮群,459172 ,412037 ,427168 ,430911 ,430895 ,434884 ,443216 ,444525 ,431390 ,441091 ,453427 ,449022 ,454974 ,455791 ,448660 ,473888 ,483231 ,483933 ,494524 
8038 長園科,854344 ,884193 ,827332 ,752962 ,768962 ,711611 ,762828 ,801153 ,832934 ,867829 ,906020 ,931120 ,558171 ,569561 ,584402 ,603056 ,,618720 ,
8039 台虹,6667824 ,6589292 ,6915810 ,6819277 ,6765139 ,6395833 ,6869428 ,6755686 ,6619865 ,6287650 ,6585352 ,6403752 ,6048022 ,5725077 ,5759033 ,5564513 ,5428793 ,5280997 ,5395543 
8040 九暘,732976 ,772604 ,750753 ,722640 ,676844 ,778834 ,697567 ,716666 ,729769 ,755082 ,783026 ,805507 ,810214 ,837475 ,850932 ,939687 ,930068 ,968076 ,1013795 
8042 金山電,3705378 ,3556264 ,3796122 ,3720008 ,3645153 ,3473316 ,3772919 ,3722385 ,3505480 ,3283619 ,3574043 ,3389751 ,3192635 ,2991970 ,3158787 ,2965535 ,2584073 ,2480859 ,2585659 
8043 蜜望實,2204220 ,2194440 ,2247151 ,2261763 ,2248838 ,2145685 ,2236202 ,2192167 ,2093060 ,2157511 ,2233093 ,2178366 ,2146190 ,2147861 ,2144481 ,2022382 ,1970867 ,1979806 ,2036394 
8044 網家,5841431 ,5659444 ,6021293 ,5727253 ,3201506 ,2681056 ,2924036 ,2656782 ,2451496 ,2255670 ,2403758 ,2146032 ,1994696 ,1858604 ,1991038 ,1864279 ,1735241 ,1640671 ,1812223 
8046 南電,33940290 ,34919946 ,36328544 ,36701613 ,36491318 ,36137457 ,38118988 ,38528325 ,37665255 ,38049083 ,34534018 ,34498102 ,33733016 ,33559119 ,32671960 ,30926749 ,32514862 ,33288137 ,35228058 
8047 星雲,531352 ,527845 ,534901 ,546145 ,542194 ,514259 ,524275 ,516512 ,601335 ,588622 ,586769 ,566481 ,547208 ,545149 ,541909 ,559374 ,562293 ,550651 ,545078 
8048 德勝,803261 ,782208 ,859465 ,823480 ,782802 ,707327 ,739118 ,716461 ,681271 ,661595 ,646335 ,613349 ,590813 ,574634 ,586450 ,608492 ,603091 ,597393 ,612883 
8049 晶采,1410134 ,1368369 ,1407049 ,1358072 ,1349242 ,1368946 ,1375583 ,1369100 ,1300915 ,1241251 ,1203644 ,1119726 ,1095056 ,1093192 ,1056217 ,1051345 ,1109939 ,1125345 ,1128726 
8050 廣積,3085442 ,2836874 ,3030952 ,2868399 ,2680248 ,2680451 ,2876183 ,2372370 ,2230653 ,2234831 ,2602458 ,2274317 ,2103267 ,1929522 ,2037512 ,2004044 ,1654514 ,1562774 ,1666464 
8054 安國,2314825 ,2354741 ,2253860 ,2266534 ,2267335 ,2304791 ,2435835 ,2418759 ,2401321 ,2376826 ,2227824 ,2178618 ,2078097 ,2077969 ,2147294 ,2119301 ,2108962 ,2067051 ,2273214 
8059 凱碩,971204 ,952138 ,1024135 ,997778 ,1012229 ,1052430 ,1076983 ,1032063 ,989843 ,947833 ,913476 ,858679 ,821870 ,820693 ,831068 ,828207 ,821992 ,810812 ,842164 
8064 東捷,2519567 ,2054231 ,2113379 ,2125205 ,2113532 ,2108665 ,2251174 ,2241119 ,2160663 ,2040973 ,2093538 ,2024453 ,1988637 ,1912007 ,1909802 ,1869371 ,1999759 ,1972901 ,2029369 
8066 來思達,669752 ,606179 ,736278 ,716291 ,728765 ,653436 ,544940 ,512336 ,349450 ,310312 ,293721 ,356534 ,314205 ,296117 ,170218 ,134129 ,4927 ,7157 ,2111 
8067 志旭,291052 ,293664 ,301048 ,306880 ,319695 ,325917 ,337304 ,335296 ,320962 ,339056 ,333851 ,293795 ,307502 ,305685 ,318238 ,317229 ,334938 ,315616 ,327594 
8068 全達,641783 ,121322 ,104705 ,106132 ,103454 ,103222 ,98763 ,96795 ,85785 ,77865 ,77177 ,77221 ,77647 ,87057 ,93585 ,106802 ,112662 ,131928 ,142836 
8069 元太,26192380 ,26259943 ,26247910 ,26583530 ,26123381 ,24959670 ,24981368 ,26513002 ,24880388 ,24606530 ,24905965 ,25552115 ,24347159 ,22755179 ,23868431 ,23856793 ,22820388 ,23178540 ,27161813 
8070 長華,5719573 ,5380251 ,6540803 ,6720990 ,6844385 ,7020092 ,7108430 ,6256658 ,5871792 ,5480654 ,5806337 ,5632429 ,5127460 ,4976547 ,4789949 ,4571583 ,3484862 ,3224831 ,3132079 
8071 能率豐,821349 ,848622 ,866556 ,884095 ,905838 ,915341 ,927930 ,857205 ,826586 ,570263 ,637265 ,618004 ,828659 ,822446 ,676981 ,638035 ,504645 ,479733 ,566506 
8072 陞泰,2724826 ,2711884 ,2799510 ,2780933 ,2754924 ,2692393 ,2802552 ,2774649 ,2691259 ,2615325 ,4566133 ,4478277 ,4461043 ,4297617 ,4826754 ,4650199 ,4526271 ,4306963 ,4790804 
