CompanyName,Q32016,Q22016,Q12016,Q42015,Q32015,Q22015,Q12015,Q42014,Q32014,Q22014,Q12014,Q42013,Q32013,Q22013,Q12013,Q42012,Q32012,Q22012,Q12012
2442 新美齊,2232973 ,2207782 ,2192517 ,2257037 ,2231640 ,2249477 ,2187262 ,2149109 ,2110061 ,2030572 ,2037868 ,1988606 ,1961378 ,1935890 ,1911663 ,1867234 ,1825540 ,1781268 ,1813397 
2443 新利虹,1745288 ,1833308 ,1933035 ,1983843 ,2052845 ,2096539 ,2149243 ,2271477 ,2277476 ,2313078 ,2537918 ,2512879 ,1664751 ,1648982 ,1639708 ,1666160 ,2740970 ,2822032 ,2864723 
2444 友旺,958465 ,951745 ,937779 ,911243 ,845192 ,806897 ,952691 ,929898 ,911909 ,908009 ,904309 ,881347 ,1079811 ,1078154 ,1077125 ,1073510 ,1107567 ,1117825 ,1077659 
2448 晶電,51410565 ,51648740 ,53848417 ,55644757 ,58521435 ,60309452 ,61687757 ,61114877 ,49236793 ,47514454 ,47349911 ,47602913 ,47455657 ,47427853 ,47382397 ,47148916 ,49267039 ,49430999 ,50166401 
2449 京元電子,23152833 ,22245229 ,22891697 ,22357153 ,22044810 ,21976270 ,23490484 ,22958856 ,22232328 ,21334453 ,22183781 ,21693609 ,21264918 ,20794720 ,21452097 ,21290881 ,20835246 ,20151925 ,20835580 
2450 神腦,5712897 ,5459120 ,5996092 ,5752986 ,5457628 ,5701521 ,5905693 ,5771990 ,5472064 ,5417547 ,6338071 ,6132824 ,5674351 ,5340002 ,6031354 ,5489479 ,5151235 ,4808434 ,5685333 
2451 創見,19373165 ,18951671 ,21131966 ,20502081 ,19754485 ,18549312 ,21489350 ,20718605 ,19614840 ,18666845 ,20773447 ,19824209 ,19026869 ,18453565 ,20357168 ,19386594 ,18859804 ,17980207 ,19634265 
2453 凌群,1714428 ,1718667 ,1744353 ,1743811 ,1743639 ,1711366 ,1758729 ,1758163 ,1740305 ,1718304 ,1728328 ,1714787 ,1687713 ,1673615 ,1669993 ,1674519 ,1652807 ,1642220 ,1653781 
2454 聯發科,230118459 ,223582619 ,249837112 ,247086885 ,237074654 ,225437834 ,253620025 ,247605747 ,230979290 ,214316954 ,228398339 ,195353399 ,185099473 ,178352968 ,182461645 ,175774113 ,172849921 ,111675435 ,117767515 
2455 全新,2676968 ,3211738 ,3746180 ,3593821 ,3459476 ,3319107 ,3641503 ,3505799 ,3343946 ,3192115 ,3603729 ,3524769 ,3463757 ,3383782 ,3813699 ,3684888 ,3601787 ,3535025 ,3805430 
2456 奇力新,3672219 ,3557497 ,3907730 ,3844878 ,3779340 ,3488611 ,3599041 ,3485158 ,3270220 ,3206965 ,3190669 ,3151965 ,3032072 ,3120029 ,3030629 ,2917638 ,2840587 ,2797501 ,2766932 
2457 飛宏,4871003 ,5090212 ,5341329 ,5656490 ,5760475 ,5666910 ,6063486 ,6271172 ,6060823 ,5879276 ,5992061 ,5926622 ,5850434 ,5802698 ,5998329 ,5876042 ,5823283 ,5811246 ,6682623 
2458 義隆,6714213 ,6425235 ,7304022 ,7091163 ,6877282 ,6623328 ,8089316 ,7870153 ,7536679 ,7099366 ,8008862 ,7439353 ,7056917 ,7073895 ,7702008 ,6771562 ,6397194 ,5734547 ,5880511 
2459 敦吉,4629330 ,4664990 ,4952434 ,4911635 ,5024315 ,4808507 ,5125076 ,5140526 ,4873067 ,4875565 ,5078413 ,4975494 ,4805138 ,4720023 ,4911743 ,4693407 ,4652801 ,4563308 ,4719512 
2460 建通,2845356 ,2925057 ,2968879 ,3002836 ,3094440 ,3014026 ,3114327 ,3145911 ,3012906 ,2906766 ,2897211 ,2929413 ,2862573 ,2844679 ,2884074 ,2794421 ,2784437 ,2829464 ,2910699 
2461 光群雷,3188517 ,3234625 ,3363000 ,3165551 ,3211607 ,3180473 ,3522537 ,3539921 ,3374290 ,3141816 ,3332535 ,3253102 ,3137891 ,3013943 ,2944564 ,2716818 ,3135893 ,3151970 ,2944629 
2462 良得電,2611475 ,2136509 ,2151789 ,2172727 ,2148101 ,2012387 ,2141956 ,2124273 ,2049072 ,1967591 ,2044034 ,1723813 ,1644350 ,1590793 ,1776763 ,1664631 ,1624165 ,1560880 ,1652603 
2464 盟立,3397980 ,3357411 ,3690171 ,3594202 ,3536853 ,3334177 ,3419438 ,3327074 ,3219542 ,3089989 ,3292952 ,3197671 ,3120656 ,3052677 ,3122823 ,3108995 ,3034099 ,3029616 ,3133717 
2465 麗臺,566314 ,595186 ,635153 ,677815 ,716909 ,726959 ,770049 ,605653 ,644401 ,663672 ,700023 ,734462 ,753089 ,750053 ,791529 ,835928 ,874282 ,905032 ,937401 
2466 冠西電,1796458 ,1811855 ,1806597 ,1862854 ,1602133 ,1510308 ,1564331 ,1624776 ,1392612 ,1370607 ,1458236 ,1442035 ,1368045 ,1516808 ,1531237 ,1279658 ,1414392 ,1460112 ,1478474 
2467 志聖,2030372 ,1943378 ,1929516 ,2082056 ,2745322 ,2761882 ,2952001 ,2992090 ,2864851 ,2803724 ,2993745 ,2850076 ,2719299 ,2748244 ,2845495 ,2746025 ,2696425 ,2619632 ,2805187 
2468 華經,1109566 ,1103708 ,1120528 ,1113191 ,1092434 ,1080265 ,1104287 ,1099628 ,1073258 ,1060972 ,1084871 ,1076680 ,1049016 ,1042380 ,1053679 ,1061272 ,1052683 ,1061621 ,1081142 
2471 資通,672064 ,654963 ,708063 ,693534 ,697051 ,688742 ,737180 ,747207 ,689926 ,687873 ,742643 ,729354 ,695927 ,706101 ,767058 ,780843 ,757882 ,735289 ,781186 
2472 立隆電,4679357 ,4714757 ,5074035 ,4854947 ,4866103 ,4333013 ,4554148 ,4482455 ,4254353 ,3987990 ,4183504 ,4082515 ,3886857 ,3861554 ,3829497 ,3736311 ,3697540 ,3645855 ,3750385 
2474 可成,113388521 ,112693276 ,118440885 ,115965462 ,110742278 ,99158409 ,99463499 ,96089159 ,85410097 ,77914719 ,77923638 ,73680106 ,69289734 ,67270046 ,67139163 ,61210115 ,56754564 ,55876548 ,57638006 
2475 華映,55878636 ,9751102 ,9224640 ,12309228 ,14075614 ,18109273 ,19730063 ,21616002 ,23899798 ,24492281 ,24453465 ,23594717 ,22786043 ,22544644 ,20860202 ,22557631 ,26053390 ,29295420 ,33328766 
2476 鉅祥,4947965 ,4936491 ,5218331 ,5114743 ,5134526 ,4914457 ,5190892 ,5169252 ,4983372 ,5481697 ,5754019 ,5720258 ,5534012 ,5549145 ,5611229 ,5434857 ,5323173 ,5204441 ,5252546 
2477 美隆電,3526922 ,3508055 ,3730934 ,3688238 ,3609033 ,3383467 ,3658982 ,3650759 ,3622422 ,3873063 ,4628364 ,4802681 ,4783869 ,3164969 ,3317730 ,3258924 ,3394659 ,3363176 ,3311453 
2478 大毅,4418671 ,5216310 ,5316358 ,5309611 ,5309491 ,5172451 ,5255156 ,5175957 ,5143555 ,5016243 ,4874004 ,4829336 ,4790585 ,4789595 ,4755275 ,4626695 ,4643851 ,4650068 ,4663318 
2480 敦陽科,2682241 ,2615800 ,2826826 ,2773476 ,2690886 ,2643601 ,2848675 ,2768042 ,2726551 ,2565014 ,2782425 ,2723860 ,2719454 ,2607327 ,2795149 ,2741581 ,2711882 ,2644965 ,2820814 
2481 強茂,8181417 ,8435676 ,8153007 ,7847502 ,8039804 ,9119123 ,9215914 ,9366359 ,8433193 ,8288123 ,8094843 ,7952774 ,8172501 ,8153236 ,8203974 ,8321548 ,8770852 ,9147169 ,9375647 
2482 連宇,828941 ,833561 ,838830 ,832168 ,858663 ,825853 ,817416 ,814035 ,802929 ,797427 ,820770 ,821158 ,831813 ,835846 ,836480 ,834755 ,832131 ,841637 ,837498 
2483 百容,2356787 ,2336077 ,2455281 ,2412707 ,2390950 ,2323027 ,2405420 ,2320057 ,2255824 ,2196845 ,2326217 ,2276472 ,2213958 ,2183063 ,2188533 ,2186335 ,2208320 ,2209302 ,2236883 
2484 希華,2884184 ,2851016 ,2935435 ,2918215 ,2870938 ,2747159 ,2856260 ,2810743 ,2693116 ,2624394 ,2638619 ,2591986 ,2584611 ,2546600 ,2512109 ,2513803 ,2610650 ,2613447 ,2593047 
2485 兆赫,7147004 ,7136227 ,7692889 ,7479093 ,7246888 ,6846476 ,7229086 ,7163181 ,6935296 ,6753598 ,7181752 ,7007227 ,6807272 ,6656115 ,6830968 ,6685468 ,6666213 ,6542022 ,6994534 
2486 一詮,3513797 ,3642612 ,3757008 ,3807764 ,4056078 ,3987809 ,4260249 ,4302742 ,4178156 ,4060561 ,4199074 ,4013665 ,3901990 ,3865482 ,3922412 ,3834692 ,3924562 ,3846971 ,3867064 
2488 漢平,1902443 ,1808416 ,1889250 ,1814491 ,1745577 ,1640403 ,1734807 ,1696019 ,1613990 ,1556459 ,1692836 ,1651237 ,1522026 ,1458582 ,1444227 ,1399172 ,1350030 ,1346792 ,1381466 
2489 瑞軒,14826344 ,14654924 ,15841964 ,14877223 ,13864628 ,13342217 ,14765438 ,14717159 ,14385614 ,14051668 ,15868026 ,15014861 ,14490860 ,14308378 ,15936973 ,19134733 ,18400103 ,18055258 ,19083210 
2491 吉祥全,664250 ,650693 ,669008 ,687963 ,584700 ,606140 ,630491 ,631683 ,712233 ,698099 ,553696 ,444646 ,407769 ,919241 ,1039579 ,1168875 ,1573465 ,1701509 ,2499890 
2492 華新科,15715535 ,15655986 ,15814516 ,15464287 ,15343671 ,15658603 ,16123351 ,16153454 ,15454417 ,14942458 ,14849027 ,14788276 ,14597179 ,14838047 ,14637435 ,14579841 ,15075955 ,15334119 ,15525643 
2493 揚博,2177951 ,2088146 ,2284499 ,2181416 ,2106588 ,1978994 ,2259936 ,2210406 ,2124388 ,2048264 ,2174505 ,2089085 ,2055372 ,1997722 ,2205124 ,2145232 ,2112094 ,1993942 ,2253373 
2495 普安,4090460 ,4046453 ,4243172 ,4211926 ,4126803 ,4067035 ,4221127 ,4182584 ,4046525 ,3974781 ,4030712 ,4009823 ,3985653 ,3981337 ,4093585 ,4098093 ,4076958 ,4086499 ,4323853 
2496 卓越,643529 ,42365 ,53883 ,46504 ,63549 ,65387 ,28527 ,26151 ,44223 ,75675 ,103938 ,115116 ,121428 ,108870 ,109533 ,83293 ,56265 ,46975 ,51783 
2497 怡利電,1830933 ,1863188 ,2034919 ,2028481 ,2040861 ,1949585 ,2279502 ,2189961 ,1994474 ,1864959 ,2013925 ,1871663 ,1746011 ,1627078 ,1633536 ,1587749 ,1568635 ,1443562 ,1371870 
2498 宏達電,54966343 ,57850785 ,61751454 ,64792095 ,68770350 ,71458175 ,79694245 ,80333373 ,78779841 ,78176192 ,76469702 ,77707660 ,77149543 ,81059700 ,80938928 ,80369215 ,79138932 ,77012987 ,102657915 
2499 東貝,6234004 ,6346810 ,6502261 ,6606029 ,6592277 ,6621042 ,7106655 ,7210180 ,6796109 ,6643649 ,6815384 ,6390727 ,6283403 ,6507093 ,6201402 ,5710791 ,5762096 ,5604548 ,5620411 
2501 國建,22227024 ,26628896 ,25838417 ,26059107 ,25617263 ,26146131 ,27351903 ,25727421 ,23769469 ,22798154 ,24042353 ,24387183 ,23828377 ,23534000 ,23776584 ,22361603 ,22022904 ,21060242 ,22114022 
2504 國產,26217863 ,26460170 ,27740280 ,28187255 ,29560351 ,29560217 ,30298311 ,30222518 ,29140303 ,28509464 ,28571957 ,28352195 ,27361375 ,27015858 ,27526252 ,27334231 ,27175954 ,26857494 ,27130151 
2505 國揚,6976892 ,7058349 ,7273562 ,7327670 ,7257148 ,7259497 ,6650703 ,6323292 ,6382588 ,6345886 ,6559282 ,6467633 ,5181981 ,5141464 ,5048755 ,6791569 ,5645910 ,5488348 ,5523779 
2506 太設,7516406 ,7339142 ,7391231 ,7389743 ,7458890 ,7284518 ,7433785 ,7259078 ,7072865 ,6682653 ,6980397 ,7042577 ,6485087 ,6468660 ,6275909 ,6818508 ,6669430 ,6676049 ,6606345 
2509 全坤建,3596371 ,3631849 ,4010267 ,4021585 ,3244733 ,3135018 ,3388895 ,3415964 ,3452876 ,3529610 ,3860820 ,3873296 ,3898144 ,3374743 ,3589988 ,3585502 ,3594285 ,3543485 ,3834561 
2511 太子,23629625 ,23473753 ,25186607 ,25174571 ,23534983 ,23240946 ,24381908 ,24310944 ,22915723 ,22882884 ,22987504 ,18574498 ,16839484 ,16583284 ,17293617 ,17333946 ,16476198 ,16397413 ,16309049 
2514 龍邦,8728293 ,7709709 ,8046548 ,8152451 ,13188301 ,16665392 ,18217069 ,16949907 ,15227928 ,16308513 ,15779520 ,14254203 ,13999015 ,14391201 ,18177301 ,18531518 ,14656427 ,11805292 ,12837839 
2515 中工,19591066 ,19454673 ,19900703 ,19859178 ,20857902 ,21450978 ,21810119 ,19853547 ,19468398 ,19277965 ,19547478 ,19461711 ,19341757 ,19326077 ,19600282 ,19731034 ,19830178 ,19763553 ,20195045 
2516 新建,3015438 ,2982162 ,3076618 ,3031834 ,3039401 ,2994205 ,3050747 ,2961006 ,2975138 ,2897147 ,2901765 ,2833267 ,2724519 ,2671088 ,2995655 ,2756989 ,2710765 ,2729503 ,2728398 
2520 冠德,13122947 ,12783816 ,13098936 ,12979193 ,12300048 ,12264419 ,13507346 ,13375745 ,11813103 ,11850955 ,12186358 ,10948808 ,9976093 ,9994970 ,10647969 ,12212734 ,11651254 ,11497948 ,11746340 
2524 京城,10899384 ,10682070 ,10714107 ,10666828 ,10616644 ,10499571 ,10790033 ,10723110 ,10433013 ,9935268 ,9861022 ,9748334 ,9481263 ,8845241 ,8474052 ,8234450 ,7490664 ,7242800 ,7189096 
2527 宏璟,7822871 ,7609726 ,8020691 ,8055943 ,7700579 ,8092944 ,8172689 ,7769438 ,7607177 ,6903796 ,6748417 ,6216611 ,5859461 ,5548994 ,5733231 ,5951633 ,5585140 ,5461904 ,5884291 
2528 皇普,1287617 ,1293866 ,1289937 ,1300195 ,1275763 ,1283312 ,1325563 ,1322825 ,1324574 ,1298215 ,1326742 ,1280913 ,1073126 ,1053998 ,936779 ,956054 ,972352 ,985188 ,904798 
2530 華建,3858080 ,3879451 ,4372508 ,3819399 ,3018880 ,2938830 ,2957690 ,2972374 ,3061881 ,3098335 ,3123160 ,3156846 ,3144259 ,3203393 ,3266264 ,3277964 ,3290582 ,3300097 ,3388420 
2534 宏盛,8959863 ,8911848 ,8911604 ,8945954 ,8868811 ,9023061 ,8767247 ,8711283 ,8665008 ,8696285 ,9387311 ,9496257 ,9061435 ,9176147 ,10172577 ,10542065 ,10592872 ,10628065 ,10982128 
2535 達欣工,4766034 ,4740640 ,4833807 ,4688964 ,4597413 ,4439518 ,4731926 ,4670670 ,4602105 ,4558261 ,4811526 ,4595512 ,4474182 ,4097645 ,4528924 ,4452997 ,4395151 ,4148819 ,4481933 
2536 宏普,11886646 ,11785945 ,12390055 ,11421127 ,11192149 ,10843083 ,11352215 ,10632763 ,10053891 ,9822451 ,9798169 ,9434166 ,8658084 ,8515673 ,9142788 ,10250016 ,10305225 ,9915331 ,10095568 
2537 聯上發,4254833 ,4216103 ,4321398 ,4057710 ,3423710 ,3435560 ,3464623 ,3434810 ,3397096 ,3294987 ,3272876 ,2303378 ,2077137 ,1978951 ,1645259 ,1586297 ,1280964 ,1225088 ,1164134 
2538 基泰,8399158 ,8510453 ,9177594 ,9079311 ,9016348 ,8679860 ,7944082 ,7059048 ,7006547 ,6930817 ,6452572 ,6390801 ,6113835 ,5540489 ,5997522 ,6336705 ,5986800 ,5791906 ,6155764 
2539 櫻花建,4555341 ,4552843 ,4876078 ,4763279 ,4404823 ,4417208 ,4007011 ,3997672 ,3759947 ,3394328 ,2964786 ,2947721 ,2192782 ,2198888 ,1966193 ,2047733 ,2045734 ,1945636 ,1972960 
2540 愛山林,3981023 ,3825146 ,3785080 ,3779374 ,3657616 ,3598188 ,3595865 ,3565049 ,1640732 ,1569370 ,1494516 ,1537926 ,35477 ,51538 ,20268 ,24475 ,29748 ,36057 ,39595 
2542 興富發,37461636 ,34858106 ,42102839 ,39322208 ,33540015 ,33121459 ,37820296 ,34280534 ,32577011 ,26185391 ,25222041 ,24549555 ,23451939 ,21667595 ,23221807 ,24767802 ,22309224 ,22426103 ,24148782 
2543 皇昌,2720438 ,2707803 ,2787831 ,2748713 ,2757465 ,2702703 ,2677815 ,2619581 ,2504865 ,2392453 ,1888036 ,1867421 ,1665196 ,1623584 ,1622345 ,1708855 ,1700364 ,1703103 ,1724154 
2545 皇翔,11891563 ,11694921 ,10343161 ,9936587 ,9656240 ,9727846 ,11173392 ,11157494 ,10366216 ,9915043 ,10461412 ,10633361 ,10703920 ,10389252 ,12024801 ,11528607 ,11075307 ,9679393 ,8345289 
2546 根基,2111897 ,2036315 ,2081031 ,2035045 ,2048073 ,1996910 ,2187201 ,2158582 ,2136346 ,2112020 ,2191716 ,2134689 ,2117569 ,2086227 ,2066742 ,1980677 ,1932201 ,1859635 ,1916051 
2547 日勝生,9981236 ,10864293 ,14187336 ,14433059 ,14808306 ,15535761 ,16603161 ,16700243 ,16832874 ,16809282 ,17818790 ,17840322 ,15573423 ,6764246 ,7519162 ,19848763 ,18904582 ,18983311 ,19709479 
2548 華固,13852375 ,12761199 ,14374452 ,14417726 ,14095736 ,13668789 ,14355067 ,13199972 ,11542715 ,11462803 ,13268689 ,13341726 ,13104489 ,13209322 ,14678912 ,12373705 ,10841024 ,10814805 ,12259627 
2596 綠意,1751008 ,1585468 ,1592458 ,1596581 ,1589217 ,1589666 ,1723079 ,1663846 ,1660374 ,1591789 ,1608147 ,1315928 ,1166315 ,1162236 ,1226056 ,1079258 ,970596 ,958136 ,973678 
2597 潤弘,5074952 ,4742950 ,5522420 ,5738691 ,5391583 ,4915814 ,5862225 ,5687674 ,5350694 ,5145822 ,5036160 ,4965017 ,4510922 ,3931895 ,4022272 ,3921548 ,3685633 ,3070512 ,3443661 
2601 益航,10666771 ,11775737 ,12077795 ,12867689 ,13501942 ,14369127 ,14767081 ,14670813 ,14070381 ,14086623 ,14356890 ,13736949 ,13689704 ,13694982 ,14158005 ,13376374 ,13362824 ,13569287 ,11327808 
2603 長榮,52578905 ,55162616 ,56583588 ,61294602 ,66485242 ,66144544 ,67006487 ,64836333 ,62253520 ,58965098 ,59036324 ,60169589 ,59353043 ,59776095 ,60005916 ,62428841 ,63196948 ,61381548 ,60700601 
2605 新興,18533568 ,19128334 ,19410719 ,19563372 ,19511063 ,17854285 ,18494652 ,18418255 ,17433973 ,16884188 ,17693968 ,16807406 ,16244270 ,16646847 ,16987098 ,16089947 ,15854562 ,15730519 ,15961247 
2606 裕民,22852611 ,24177253 ,25722418 ,27586854 ,27897275 ,25239927 ,27913044 ,28286347 ,25748092 ,24244712 ,26350016 ,25501898 ,24064606 ,24154925 ,25790320 ,24438575 ,24525804 ,24603060 ,26409359 
2607 榮運,21199319 ,21278795 ,21467729 ,21515789 ,21444310 ,20810746 ,21374302 ,21175826 ,20180132 ,19705836 ,20103148 ,19796481 ,19747738 ,19639306 ,19797045 ,19981855 ,20117448 ,20158203 ,20263450 
2608 大榮,8425606 ,8161869 ,8580787 ,8239060 ,7984030 ,7662599 ,8182228 ,7911166 ,7649220 ,7450006 ,7810617 ,7604114 ,7367479 ,7102659 ,7398885 ,7216562 ,7141291 ,6913920 ,7141662 
2609 陽明,17848717 ,22634365 ,27679439 ,31731332 ,36010744 ,39930798 ,40303934 ,38446406 ,33383168 ,31786776 ,31931174 ,33572940 ,35008472 ,33601149 ,36002575 ,36697256 ,32247041 ,30064698 ,24890160 
2610 華航,59747325 ,59237837 ,61986622 ,60556543 ,60539780 ,57799099 ,54789521 ,50986012 ,50267047 ,49273100 ,50136248 ,52890360 ,53552128 ,52075516 ,52256519 ,55279539 ,56376048 ,55192547 ,55237318 
2611 志信,2739018 ,2801454 ,2813148 ,2779912 ,2839158 ,2842237 ,2955128 ,2913573 ,2890221 ,2858303 ,3004183 ,3023930 ,3011903 ,2915994 ,3046226 ,2970980 ,3303998 ,3456090 ,2401322 
2612 中航,10106244 ,11002740 ,10990557 ,11140577 ,11051705 ,10235045 ,10741579 ,10727547 ,10191242 ,9887910 ,10423949 ,10123930 ,9944841 ,9933079 ,10067957 ,9759446 ,9672317 ,9746743 ,10093795 
2613 中櫃,2706729 ,2697474 ,2648642 ,2645394 ,2640786 ,2648797 ,2645882 ,2650736 ,2622238 ,2582197 ,2554386 ,2532416 ,2411589 ,2395110 ,2367896 ,2482392 ,2458241 ,2439384 ,2421226 
2614 東森,5559538 ,5234452 ,4951926 ,5285067 ,6680872 ,7003859 ,7249545 ,7703627 ,8113011 ,8409179 ,10112377 ,11578575 ,11555604 ,11026836 ,10794502 ,8157146 ,9766504 ,9959171 ,10431740 
2615 萬海,33062890 ,33645002 ,35773217 ,35914922 ,35966480 ,34132931 ,37824406 ,35847980 ,33312729 ,31281249 ,32126150 ,31189340 ,29717571 ,29579004 ,30771198 ,30637529 ,30333493 ,29741870 ,28555523 
2616 山隆,3080384 ,2897362 ,2972772 ,2881113 ,2894898 ,2848730 ,2977293 ,2965400 ,2844731 ,2733434 ,2900913 ,2880102 ,2777605 ,2686331 ,2788774 ,2527976 ,2490255 ,2386196 ,2413222 
2617 台航,9576411 ,9817947 ,9902343 ,10052076 ,10067281 ,9539510 ,9966440 ,9978227 ,9579473 ,9394202 ,9810180 ,9574138 ,9431015 ,9446932 ,9599974 ,9193201 ,9139913 ,9178030 ,9612733 
2618 長榮航,60783295 ,57827487 ,56611790 ,54727522 ,55640316 ,54586223 ,52149016 ,39677001 ,41630568 ,39841350 ,39537477 ,40257361 ,40339843 ,38217727 ,38706940 ,40714511 ,41233669 ,39847897 ,39619342 
2633 台灣高鐵,59687133 ,58781552 ,61316895 ,60202722 ,8586950 ,39873419 ,41863300 ,44991202 ,,48146907 ,,43128730 ,,41840800 ,,32384292 ,,30488631 ,
2634 漢翔,11767050 ,11345551 ,11998182 ,11526595 ,11139520 ,10314947 ,10712227 ,10293502 ,9587446 ,9338337 ,8928014 ,8399099 ,8559844 ,8128124 ,,8579081 ,,8329321 ,
2636 台驊,2365730 ,2394480 ,2578147 ,2636045 ,2507389 ,2088478 ,2158201 ,2029471 ,1839559 ,1658074 ,1689615 ,1415579 ,1297250 ,1263334 ,1227071 ,1225983 ,1224657 ,1192199 ,1196984 
2637 慧洋-KY,22385370 ,23613840 ,27601842 ,29600510 ,29054983 ,26789167 ,27063583 ,26720628 ,22861747 ,19741581 ,21444734 ,20971437 ,17088799 ,17456589 ,16230628 ,12671552 ,8664272 ,9342663 ,10192198 
2640 大車隊,1167578 ,1131054 ,1252586 ,1209181 ,1183518 ,1138080 ,1281027 ,1230475 ,1153311 ,1098421 ,1152431 ,1094056 ,1035097 ,976536 ,1035859 ,987631 ,674080 ,622366 ,636366 
2641 正德,1670326 ,1707627 ,1511791 ,1568564 ,1532587 ,1409513 ,1447295 ,1324142 ,1110600 ,1065086 ,1093810 ,1053265 ,1030444 ,1030808 ,1022851 ,994587 ,,1014974 ,
2642 宅配通,1638648 ,1633046 ,1672193 ,1623609 ,1610251 ,1687940 ,1753055 ,1812963 ,1645017 ,1621263 ,1647566 ,1502242 ,1053184 ,1025187 ,1155329 ,1102829 ,,957628 ,
2643 捷迅,611991 ,582971 ,603349 ,456597 ,431914 ,387010 ,398766 ,388629 ,,365333 ,,357598 ,,329246 ,,322161 ,,,
2701 萬企,6788040 ,6757107 ,6767520 ,6745813 ,6724391 ,6533645 ,6528120 ,6406428 ,6293604 ,6051245 ,6023298 ,5929373 ,5840108 ,5750734 ,5738046 ,5664279 ,5697073 ,5419736 ,5487649 
2702 華園,1176557 ,1218386 ,1200937 ,1213120 ,1210326 ,1125571 ,1140254 ,1130464 ,1080472 ,1056843 ,1060649 ,1030577 ,1019153 ,1015085 ,1036198 ,998440 ,990794 ,982682 ,952320 
2704 國賓,9362616 ,9131979 ,9290456 ,9360234 ,9183065 ,8865674 ,9230822 ,9115726 ,9175351 ,8737577 ,8971003 ,8935056 ,8807126 ,8540653 ,8528946 ,8769455 ,8594967 ,8517826 ,8439925 
2705 六福,4620235 ,4718473 ,4861430 ,4931229 ,5054855 ,5031404 ,5098639 ,4876143 ,4740988 ,4698112 ,4785667 ,4820763 ,4786382 ,4845553 ,4917130 ,4966833 ,4982614 ,4949911 ,5022583 
2706 第一店,7961430 ,7873748 ,7817421 ,7765132 ,7669897 ,7367841 ,7348014 ,7253356 ,7101786 ,6858926 ,6819967 ,6711193 ,6581152 ,6435552 ,6396438 ,6317272 ,6291384 ,6115425 ,6068377 
2707 晶華,3540854 ,3389322 ,4141935 ,3907797 ,3539899 ,3179926 ,4045609 ,3748057 ,3305945 ,3063137 ,3745141 ,3394895 ,3063652 ,2774811 ,3405044 ,3177997 ,3007510 ,2786112 ,3437240 
2712 遠雄來,1277987 ,1241645 ,1318812 ,1306775 ,1293387 ,1247720 ,1335938 ,1322751 ,1310942 ,1249409 ,1287209 ,1282052 ,1053988 ,1004442 ,1035058 ,1039600 ,,981852 ,
2718 晶悅,582718 ,587937 ,603339 ,592487 ,583273 ,578782 ,584133 ,572643 ,557535 ,555268 ,548849 ,547575 ,551849 ,550574 ,565896 ,577010 ,561880 ,560787 ,588559 
2719 燦星旅,443096 ,452943 ,469349 ,474061 ,504103 ,512699 ,536503 ,515902 ,519907 ,500378 ,559461 ,543228 ,547255 ,511831 ,519351 ,496256 ,507010 ,483000 ,498973 
2722 夏都,1688789 ,1612924 ,1614862 ,1594831 ,1580559 ,1489464 ,1492439 ,1480907 ,1472475 ,1373448 ,1386625 ,1375054 ,1382676 ,1287960 ,1298063 ,1296963 ,1285977 ,1198162 ,1215208 
2723 美食-KY,8209652 ,7905305 ,8035634 ,7692611 ,7527398 ,6841976 ,6914101 ,6775075 ,6403431 ,6154161 ,6414773 ,6274154 ,6093193 ,6045210 ,6541663 ,6242064 ,6042909 ,5819305 ,6127583 
2724 富驛-KY,258885 ,500395 ,566549 ,634524 ,718800 ,772427 ,738517 ,795023 ,757431 ,719375 ,688676 ,607674 ,580172 ,560813 ,544485 ,847896 ,837026 ,812914 ,598139 
2726 雅茗-KY,536329 ,514304 ,541686 ,532088 ,532375 ,469464 ,522611 ,516970 ,343679 ,309237 ,341046 ,324289 ,294171 ,261382 ,262330 ,251688 ,,,
2727 王品,4703055 ,4581853 ,4610431 ,4498924 ,4755117 ,4634194 ,5168872 ,4955892 ,4830376 ,4582803 ,5284382 ,4945819 ,4729609 ,4438634 ,5098470 ,4850151 ,4403261 ,4089152 ,3815605 
2729 瓦城,1853453 ,1751764 ,1919079 ,1835168 ,1797165 ,1718062 ,1870028 ,1793225 ,1759174 ,1679891 ,1818752 ,1736061 ,1703180 ,1628511 ,1744165 ,1693634 ,1657890 ,388133 ,484345 
2731 雄獅,2150604 ,2109750 ,2315330 ,2216456 ,2210006 ,2097771 ,2225530 ,2087814 ,2060871 ,1926802 ,2094611 ,2008493 ,1937411 ,1145673 ,1187761 ,1096050 ,,1017252 ,
2732 六角,913543 ,816536 ,900471 ,857637 ,835132 ,860319 ,936768 ,572075 ,516873 ,481635 ,511811 ,484726 ,454211 ,432438 ,,371138 ,,192264 ,
2734 易飛網,531469 ,544366 ,562205 ,566413 ,571447 ,580736 ,583767 ,576581 ,419266 ,406405 ,418612 ,406279 ,304831 ,289173 ,287284 ,275142 ,,248973 ,
2736 高野,1336957 ,1345115 ,1467872 ,1235417 ,1154695 ,1121551 ,1012354 ,961405 ,934261 ,887384 ,880976 ,828682 ,,676004 ,,562297 ,,178739 ,
2739 寒舍,1857827 ,1823339 ,1479341 ,1391418 ,1241145 ,1236738 ,1416744 ,1332543 ,1249695 ,1219415 ,,1688364 ,,,,1627612 ,,,
