company name,index,2016Q3,2016Q2,2016Q1,2015Q4,2015Q3,2015Q2,2015Q1,2014Q4,2014Q3,2014Q2,2014Q1,2013Q4,2013Q3,2013Q2,2013Q1,2012Q4,2012Q3,2012Q2,2012Q1
永冠-KY,1589,"779,009","623,111","298,737","1,349,123","909,881","541,211","233,182","1,001,817","734,259","508,197","208,312","541,119","395,448","208,413","84,577","370,385","263,982","156,198","88,945"
亞德客-KY,1590,"1,695,467","1,045,434","440,194","1,375,086","1,066,493","807,650","249,383","1,786,112","1,386,359","1,006,963","385,798","1,725,451","1,298,363","806,713","263,342","1,117,791","868,502","578,083","239,758"
駿吉-KY,1591,"36,373","23,482","7,459","39,326","33,108","25,398","18,517","40,718","31,262","22,171","11,063","47,307","34,974","25,440","12,691","60,384","46,532","31,945","15,019"
英瑞-KY,1592,"368,917","249,297","121,597","191,287","176,995","89,530","47,914","167,930","120,985","102,673","43,048","397,592","105,345","55,911","13,684","485,305",,,
祺驊,1593,"69,922","41,798","16,135","86,764","54,372","16,913","13,150","52,849","39,842","15,647","9,430","37,861","25,945","9,153","9,614","35,280","22,604","10,459","2,032"
川寶,1595,"52,984","33,208","14,092","210,117","199,824","118,037","67,013","293,176","298,991","191,668","92,611","240,695","223,909","156,348","69,033","255,604","216,476","122,463","36,195"
直得,1597,"63,116","52,510","19,848","70,782","50,072","6,056","-18,746","20,743","18,107","9,106","-3,545","58,688","60,003","39,012","9,539","70,599","82,634","52,839","37,607"
岱宇,1598,"124,031","104,795","73,684","253,702","147,404","-8,036","17,074","273,553",,"55,551",,"23,605",,"8,597",,"24,484",,"-98,838",
宏佳騰,1599,"200,054","74,545","53,426","308,167","184,120","62,716","-2,887","67,450","20,687","-13,135","-8,535","117,866","82,258","7,798","-25,240","148,434","78,939","21,728","9,052"
華電,1603,"331,849","149,226","76,401","445,822","307,064","159,784","111,861","250,603","132,097","92,538","33,774","245,731","165,713","87,124","12,030","377,140","278,561","101,715","63,026"
聲寶,1604,"755,349","622,534","263,383","522,009","487,475","353,521","154,406","643,451","599,068","358,367","162,494","481,849","571,131","305,262","124,514","525,728","515,072","362,906","197,154"
華新,1605,"3,546,185","2,051,287","958,633","1,728,132","1,220,347","546,743","-196,677","2,535,532","2,308,575","612,136","-190,972","-2,431,422","1,025,893","571,743","189,218","-3,266,756","-3,595,657","-1,264,206","-679,125"
華榮,1608,"-27,480","-83,995","-13,542","-361,887","-402,861","-135,888","-98,549","80,142","158,663","136,909","-29,135","445,012","114,574","-120,453","237,413","559,634","541,331","297,059","273,749"
大亞,1609,"40,536","-108,586","-152,701","-556,488","-503,168","-236,143","-105,022","57,878","3,501","8,069","-51,388","132,095","-67,201","-130,978","27,730","205,730","235,865","53,982","144,711"
中電,1611,"-77,863","-44,705","-4,146","12,005","73,175","-186,980","-44,790","-276,543",891,"1,064","2,169","-545,637","8,315","4,001","76,406","95,927","54,783","280,234","140,008"
宏泰,1612,"69,372","17,137","3,524","39,597","34,198","44,465","24,126","260,521","217,996","171,428","91,766","43,119","32,252","5,258","20,976","68,483","183,715","116,779","103,880"
台一,1613,"-49,345","-24,229","-37,982","-814,849","-418,767","-250,085","-214,815","-233,141","-197,459","-134,949","-97,375","-153,640","-167,747","-178,346","-118,375","-37,866","13,954","78,330","148,828"
三洋電,1614,"296,876","206,466","71,624","257,877","200,216","117,386","8,093","224,717","172,917","91,005","6,916","246,216","154,911","88,350","19,290","305,361","218,522","156,070","84,764"
大山,1615,"52,161","21,345","-9,711","15,852","18,364",526,38,"83,230","67,705","66,669","36,131","30,614","8,918","11,843","8,195","85,383","69,663","69,253","30,669"
億泰,1616,"46,742","19,200","-9,583","191,559","217,174","312,656","364,360","-189,538","-115,042","-93,759","-102,585","3,266","5,852","24,326","59,398","12,575","38,728","18,090","15,927"
榮星,1617,"32,382","9,382","1,254","56,118","35,199",711,"1,980","48,776","44,836","20,983","21,358","16,496","29,707","7,653","16,920","-89,956","-72,664","-56,459","-38,812"
合機,1618,"42,131","43,018","-11,276","107,794","-26,703","-60,432","-44,432","-13,549","-3,044","-41,719","-13,544","-65,464","-36,050","-30,693","4,042","286,350","236,020","85,458","-8,060"
艾美特-KY,1626,"201,964","269,454","33,408","-94,042","5,075","144,989","7,220","-331,938","-235,975","-202,689","-236,550","611,640","557,452","515,712","262,750","496,064","443,872","432,102",
中化,1701,"285,902","218,840","107,360","359,951","328,327","207,353","106,057","350,593","223,771","158,739","69,278","241,552","209,467","138,814","43,497","322,765","259,007","204,087","103,771"
南僑,1702,"946,722","633,723","277,797","1,163,961","858,827","618,776","289,379","1,008,737","761,227","505,939","215,580","899,546","649,776","375,221","148,329","477,723","335,166","185,377","78,979"
榮化,1704,"2,864,349","1,926,535","842,528","9,764,483","8,453,891","710,119","197,016","-13,158,889","-12,432,429","-11,518,823","-456,572","-1,745,554","-399,555","-325,275","334,583","-977,829","-406,598","-151,220","129,786"
葡萄王,1707,"1,332,918","841,394","412,386","1,546,884","1,096,698","703,930","347,034","1,386,513","959,694","598,155","288,704","1,181,429","810,652","506,403","233,452","846,423","614,379","391,956","195,038"
東鹼,1708,"326,276","200,184","105,226","482,629","641,935","411,136","218,895","653,286","504,016","332,770","177,489","437,932","330,640","234,152","158,100","456,606","319,761","200,834","153,560"
和益,1709,"691,609","478,789","202,710","702,264","602,279","322,462","80,607","202,309","178,463","153,492","104,549","303,613","236,926","178,214","117,709","422,501","405,606","270,754","137,135"
東聯,1710,"-892,535","-475,164","-136,182","-314,617","61,566","433,285","37,475","64,006","243,716","112,181","48,631","1,265,296","912,973","378,087","229,687","1,152,754","809,292","518,404","514,435"
永光,1711,"437,472","298,001","160,542","573,662","454,680","266,585","147,829","588,226","596,850","450,719","198,659","589,229","433,856","239,009","71,900","506,620","404,099","230,753","92,820"
興農,1712,"398,912","308,871","163,685","360,503","155,341","135,561","14,155","511,532","405,936","326,079","204,781","444,020","337,442","207,795","140,520","406,108","290,315","169,846","107,562"
國化,1713,"68,866","47,461","17,469","69,634","53,222","35,218","17,739","92,001","63,199","39,171","16,623","76,252","50,715","33,024","11,987","77,867","48,682","38,355","7,879"
和桐,1714,"446,896","423,007","174,440","-93,301","151,245","-67,240","-157,204","-1,159,136","-162,844","-13,844","82,404","342,305","370,329","194,687","92,815","848,626","839,673","695,839","394,863"
萬洲,1715,"-94,147","85,983","66,583","146,191","194,303","76,240","39,502","550,394","533,640","302,027","124,472","483,463","391,528","278,563","107,999","319,657","272,508","201,187","112,252"
長興,1717,"2,160,748","1,430,098","553,926","2,872,776","1,973,143","1,189,791","535,694","2,316,164","1,694,944","985,620","356,151","1,937,230","1,359,809","761,959","266,331","1,294,912","1,069,106","626,051","229,154"
中纖,1718,"1,610,386","973,514","502,500","3,195,085","3,083,218","2,304,801","1,182,090","4,103,436","3,166,146","1,720,482","1,036,891","3,188,040","2,897,448","2,108,292","1,263,843","2,396,909","1,750,640","1,167,951","690,030"
生達,1720,"283,635","165,070","84,920","367,899","288,173","188,318","107,150","383,730","306,051","204,734","92,860","305,143","272,061","212,443","119,333","269,061","200,894","129,094","85,097"
三晃,1721,"201,673","181,452","110,110","59,370","142,627","94,127","59,246","7,631","6,276","9,689","8,529","4,683","13,818","7,361","4,473",180,"7,279","9,192","13,938"
台肥,1722,"502,775","340,715","82,086","2,427,083","1,330,169","180,954","47,379","3,068,346","237,417","117,691","103,504","2,538,071","2,512,999","2,281,354","2,257,059","3,338,968","1,920,850","1,155,452","517,263"
中碳,1723,"734,370","476,925","234,088","1,239,086","1,046,598","745,180","392,349","2,188,489","1,831,931","1,222,183","630,889","2,220,982","1,726,736","1,098,725","530,189","1,976,872","1,545,020","1,021,774","531,921"
台硝,1724,"144,151","89,666","45,201","213,742","91,708","35,613","10,337","40,857","9,495","-23,954","4,126","36,659","-92,649","115,405","66,536","202,441","202,204","126,125","66,813"
元禎,1725,"155,864","70,119","19,056","201,974","167,985","63,939","33,926","171,699","136,530","51,214","31,414","124,389","90,643","43,549","18,277","-168,560","40,676","4,361","18,379"
永記,1726,"785,156","517,228","242,984","939,854","717,993","451,450","216,843","1,035,039","785,755","543,820","256,711","1,015,397","756,200","502,157","319,340","872,343","737,304","522,354","309,519"
中華化,1727,"64,433","40,551","16,901","98,397","73,037","46,194","21,903","111,730","74,645","54,952","22,149","107,870","76,794","43,192","22,863","111,239","80,564","57,344","25,273"
必翔,1729,"82,542","66,672","28,402","-27,369","10,193","-11,229",785,"-10,497","9,467","12,046","-5,772","-608,184","-402,222","-331,678","-284,581","-411,493","-241,465","-209,806","-48,491"
花仙子,1730,"153,318","94,501","44,335","161,221","112,336","64,890","35,182","118,897","77,616","46,562","21,399","198,692","70,296","41,136","23,021","85,478","58,603","35,511","23,001"
美吾華,1731,"62,548","28,034","13,818","79,086","56,445","42,026","30,461","80,524","64,944","30,266","18,360","63,573","43,669","28,728","22,165","59,721","51,423","35,727","22,607"
毛寶,1732,"-12,291","-6,748",-580,"-8,293","-4,717","-5,277",-789,"-10,238","-3,352","1,479","3,778","-8,997","-4,510",-570,"1,557",-533,"-3,803","-5,916","-3,427"
五鼎,1733,"133,425","132,180","67,272","261,538","186,348","77,519","36,704","268,997","185,529","124,625","62,129","370,843","340,521","288,930","125,925","522,446","396,809","290,594","145,729"
杏輝,1734,"-111,555","-76,247","-41,845","-83,529","-152,320","-91,249","-61,041","98,959","55,995","114,959","53,806","324,735","305,746","211,621","156,732","107,478","109,676","54,359","20,250"
日勝化,1735,"59,303","42,760","15,853","119,991","84,472","55,534","18,515","56,780","12,191","-4,006","-7,579","57,322","43,788","23,765",253,"101,457","74,944","24,052","14,228"
喬山,1736,"148,817","-14,572","-58,572","564,080",971,"-219,792","-58,060","2,637,645","699,251","441,943","284,002","856,940","76,860","-71,702","80,303","857,757","381,178","115,184","103,382"
臺鹽,1737,"284,468","184,755","68,659","268,930","236,108","116,088","48,273","214,469","161,260","107,139","76,749","125,954","77,378","52,164","42,111","78,105","54,955","43,836","17,464"
台蠟,1742,"-93,602","-28,608","-16,450","-123,432","-101,710","-71,638","-22,075","-62,221","-56,566","-45,453","-14,449","-27,523","-11,518","-6,053","6,955","16,269","-16,770","-9,571","-11,955"
南光,1752,"157,285","115,519","65,536","198,987","144,188","81,272","37,069","67,282","23,567","-4,891","-4,949","-7,818","-3,709","-6,187","1,720","80,374","71,602","48,333","20,108"
中化生,1762,"31,485","17,627","17,502","308,311","245,831","213,765","200,561","14,911","14,290","36,028","11,820","96,918","94,041","87,173","41,769","175,688","168,044","126,219","36,188"
勝一,1773,"570,283","370,983","168,397","611,908","449,169","288,838","135,634","524,255","390,244","238,641","123,447","541,150","409,178","271,586","137,876","542,614","411,176","282,912","137,734"
展宇,1776,"79,454","62,929","26,502","159,706","112,289","63,145","20,978","105,669","81,531","37,510",,"112,104",,"34,203",,"164,175",,"47,898",
生泰,1777,"119,201","94,564","48,674","156,241","114,396","61,987","38,873","127,953","88,419","52,255","28,444","77,500","58,118","45,772","26,105","45,488","39,452","26,389","17,400"
合世,1781,"-62,221","-52,096","-29,628","-62,029","-33,564","-34,025","-15,395","-52,740","-39,933","-32,975","-6,662","27,296","32,326","60,496","54,586","80,967","31,548",780,"-19,876"
和康生,1783,"-15,711","-14,380","-11,172","-62,959","-34,555","-28,537","-12,865","-19,041",-567,606,"2,464","2,584",753,152,"-1,969","2,764",,"6,144",
訊聯,1784,"-6,613","-5,450","2,022","12,565","17,383","14,863","6,208","26,941","36,764","33,250","22,761","8,799","19,457","11,312","20,373","44,652","43,227","17,420","22,242"
光洋科,1785,"-336,641","-310,363","-885,652","-1,056,696","-890,162","-410,726","-284,553","10,466","346,776","218,905","37,218","67,393","313,980","184,331","146,824","877,876","683,419","540,420","320,091"
科妍,1786,"-47,797",134,-528,"54,840","44,168","19,020","13,759","-22,145",333,"1,696","1,112","40,352","34,635","16,201","7,207","62,430","34,375","14,089","5,649"
福盈科,1787,"89,590","66,455","30,475","123,328","90,113","50,151","20,103","121,430","85,657","59,771","24,602","95,668","69,448","47,627","16,983","46,086","38,801","29,305","3,771"
杏昌,1788,"142,704","89,380","50,894","215,447","160,277","111,363","61,903","215,608","159,524","101,114","46,666","220,964","165,488","107,575","67,791","189,298","108,896","76,087","46,568"
神隆,1789,"511,872","346,324","171,922","634,965","439,740","244,987","112,791","484,143","479,298","357,901","165,345","1,273,404","1,008,702","756,242","350,164","1,170,422","748,483","423,224","247,281"
美時,1795,"125,170","144,925","90,570","161,289","120,626","104,038","-21,146","-544,248","-287,187","-183,001","-159,127","-95,073","-66,502","22,497","29,483","-193,234","-116,499","-120,198","-35,893"
易威,1799,"-162,908","-94,974","-39,852","-151,314","-99,650","-73,836","-40,018","-103,470","-82,413","-56,737","-41,384","-165,623","-57,097","-43,279","-23,115","-113,656","-88,916","-64,919","-20,735"
台玻,1802,"-1,483,291","-1,140,359","-437,210","-5,225,450","-3,767,408","-2,148,255","-1,336,833","-323,792","-887,911","-2,021,176","-1,444,977","-1,003,926","-2,333,210","-1,904,397","-1,046,398","-2,116,455","-1,704,953","-1,203,859","-417,696"
寶徠,1805,"-82,652","-65,250","-39,009","114,093","-72,359","-52,580","-30,850","8,960","28,927","50,077","48,878","207,473","-34,757","-23,111","-16,058","65,395","55,181","28,153","26,432"
冠軍,1806,"-7,395","20,457","-110,180","-72,808","-47,721","-104,113","-94,390","-501,008","-344,069","51,470","-89,064","279,441","226,934","63,033","-97,509","-304,875","-201,488","-174,661","-192,158"
潤隆,1808,"662,226","182,033","-42,197","910,219","699,590","87,752","122,855","668,548","284,921","27,476","12,266","56,359","-10,605","-6,586","11,910","632,290","628,055","485,072","214,759"
中釉,1809,"86,229","75,552","27,735","45,013","47,179","24,779","15,679","174,760","143,443","79,309","12,307","154,094","116,190","37,024","-24,986","128,916","129,994","70,094","12,796"
和成,1810,"291,536","-24,551","-40,419","122,345","105,246","64,238","13,135","187,277","181,882","166,341","10,059","176,626","101,578","28,847","17,951","35,377","52,720","-7,680","-7,350"
寶利徠,1813,"46,222","39,996","19,170","98,757","77,147","39,402","20,473","97,649","66,556","51,900","28,365","97,009","75,406","62,453","33,157","137,542","108,434","71,373","32,428"
富喬,1815,"292,960","159,600","106,677","420,473","294,974","151,094","77,301","53,862","-24,082","-39,551","-33,166","28,571","81,770","101,047","66,779","-149,684","193,506","185,247","108,190"
